level,prompt_profile,model,project,run,criterion,dimension,n,TP,FP,FN,TN,precision,recall,F1,specificity,accuracy,balanced_accuracy,FPR,FNR,NPV,MCC
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Conflict-free,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Estimatable,,53,6,3,2,42,0.6666666666666666,0.75,0.7058823529411765,0.9333333333333333,0.9056603773584906,0.8416666666666667,0.06666666666666667,0.25,0.9545454545454546,0.6515327693178214
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Independent,,53,0,35,0,18,0.0,,0.0,0.33962264150943394,0.33962264150943394,,0.660377358490566,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Minimal,,53,8,5,6,34,0.6153846153846154,0.5714285714285714,0.5925925925925926,0.8717948717948718,0.7924528301886793,0.7216117216117216,0.1282051282051282,0.42857142857142855,0.85,0.4541688801029712
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Problem-oriented,,53,21,2,3,27,0.9130434782608695,0.875,0.8936170212765957,0.9310344827586207,0.9056603773584906,0.9030172413793103,0.06896551724137931,0.125,0.9,0.8095313949812384
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Unambiguous,,53,7,5,2,39,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.8863636363636364,0.8679245283018868,0.8320707070707071,0.11363636363636363,0.2222222222222222,0.9512195121951219,0.5958344424104611
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Unique,,53,2,2,0,49,0.5,1.0,0.6666666666666666,0.9607843137254902,0.9622641509433962,0.9803921568627452,0.0392156862745098,0.0,1.0,0.6931032800836721
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,2,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Complete,,53,0,8,1,44,0.0,0.0,0.0,0.8461538461538461,0.8301886792452831,0.4230769230769231,0.15384615384615385,1.0,0.9777777777777777,-0.05847053462046861
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Conceptually sound,,53,0,4,0,49,0.0,,0.0,0.9245283018867925,0.9245283018867925,,0.07547169811320754,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Conflict-free,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Estimatable,,53,6,4,2,41,0.6,0.75,0.6666666666666666,0.9111111111111111,0.8867924528301887,0.8305555555555555,0.08888888888888889,0.25,0.9534883720930233,0.6049109956526652
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Full sentence,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Independent,,53,0,28,0,25,0.0,,0.0,0.4716981132075472,0.4716981132075472,,0.5283018867924528,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Minimal,,53,5,1,9,38,0.8333333333333334,0.35714285714285715,0.5,0.9743589743589743,0.8113207547169812,0.6657509157509157,0.02564102564102564,0.6428571428571429,0.8085106382978723,0.4612726440340401
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Problem-oriented,,53,21,4,3,25,0.84,0.875,0.8571428571428571,0.8620689655172413,0.8679245283018868,0.8685344827586207,0.13793103448275862,0.125,0.8928571428571429,0.7349600371160567
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Unambiguous,,53,7,2,2,42,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9545454545454546,0.9245283018867925,0.8661616161616161,0.045454545454545456,0.2222222222222222,0.9545454545454546,0.7323232323232324
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Unique,,53,2,2,0,49,0.5,1.0,0.6666666666666666,0.9607843137254902,0.9622641509433962,0.9803921568627452,0.0392156862745098,0.0,1.0,0.6931032800836721
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,3,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Complete,,53,0,12,1,40,0.0,0.0,0.0,0.7692307692307693,0.7547169811320755,0.38461538461538464,0.23076923076923078,1.0,0.975609756097561,-0.0750234484920533
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Conceptually sound,,53,0,7,0,46,0.0,,0.0,0.8679245283018868,0.8679245283018868,,0.1320754716981132,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Conflict-free,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Estimatable,,53,5,3,3,42,0.625,0.625,0.625,0.9333333333333333,0.8867924528301887,0.7791666666666667,0.06666666666666667,0.375,0.9333333333333333,0.5583333333333333
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Independent,,53,0,41,0,12,0.0,,0.0,0.22641509433962265,0.22641509433962265,,0.7735849056603774,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Minimal,,53,8,4,6,35,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.8974358974358975,0.8113207547169812,0.7344322344322345,0.10256410256410256,0.42857142857142855,0.8536585365853658,0.4939250955960438
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Problem-oriented,,53,21,3,3,26,0.875,0.875,0.875,0.896551724137931,0.8867924528301887,0.8857758620689655,0.10344827586206896,0.125,0.896551724137931,0.771551724137931
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Unambiguous,,53,7,4,2,40,0.6363636363636364,0.7777777777777778,0.7,0.9090909090909091,0.8867924528301887,0.8434343434343434,0.09090909090909091,0.2222222222222222,0.9523809523809523,0.6359168362074091
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Unique,,53,2,2,0,49,0.5,1.0,0.6666666666666666,0.9607843137254902,0.9622641509433962,0.9803921568627452,0.0392156862745098,0.0,1.0,0.6931032800836721
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,4,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Complete,,53,0,13,1,39,0.0,0.0,0.0,0.75,0.7358490566037735,0.375,0.25,1.0,0.975,-0.07905694150420949
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Conceptually sound,,53,0,3,0,50,0.0,,0.0,0.9433962264150944,0.9433962264150944,,0.05660377358490566,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Conflict-free,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Estimatable,,53,6,4,2,41,0.6,0.75,0.6666666666666666,0.9111111111111111,0.8867924528301887,0.8305555555555555,0.08888888888888889,0.25,0.9534883720930233,0.6049109956526652
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Independent,,53,0,39,0,14,0.0,,0.0,0.2641509433962264,0.2641509433962264,,0.7358490566037735,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Minimal,,53,5,2,9,37,0.7142857142857143,0.35714285714285715,0.47619047619047616,0.9487179487179487,0.7924528301886793,0.6529304029304029,0.05128205128205128,0.6428571428571429,0.8043478260869565,0.3982834073933132
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Problem-oriented,,53,18,3,6,26,0.8571428571428571,0.75,0.8,0.896551724137931,0.8301886792452831,0.8232758620689655,0.10344827586206896,0.25,0.8125,0.6579960059471217
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Unambiguous,,53,7,5,2,39,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.8863636363636364,0.8679245283018868,0.8320707070707071,0.11363636363636363,0.2222222222222222,0.9512195121951219,0.5958344424104611
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,DeepSeek-V4-Pro,PlanningPoker,5,Unique,,53,2,1,0,50,0.6666666666666666,1.0,0.8,0.9803921568627451,0.9811320754716981,0.9901960784313726,0.0196078431372549,0.0,1.0,0.8084520834544433
