duplicate_group,original_sha256,original_path,new_path
12,8f6d726b35bef3259768e0eaa61bc777b88e3edbe2b4edd49ecc0c561dad77ae,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/conflict_free.request.json
12,8f6d726b35bef3259768e0eaa61bc777b88e3edbe2b4edd49ecc0c561dad77ae,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/conflict_free.request.json
13,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.request.json
13,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/estimatable.request.json
13,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/estimatable.request.json
13,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/estimatable.request.json
13,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/estimatable.request.json
14,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.request.json
14,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/full_sentence.request.json
14,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/full_sentence.request.json
14,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/full_sentence.request.json
14,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/full_sentence.request.json
15,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/independent.request.json
15,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/independent.request.json
15,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/independent.request.json
15,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/independent.request.json
15,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/independent.request.json
16,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/minimal.request.json
16,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/minimal.request.json
16,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/minimal.request.json
16,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/minimal.request.json
16,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/minimal.request.json
17,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.request.json
17,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/problem_oriented.request.json
17,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/problem_oriented.request.json
17,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/problem_oriented.request.json
17,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/problem_oriented.request.json
18,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.request.json
18,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/unambiguous.request.json
18,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/unambiguous.request.json
18,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/unambiguous.request.json
18,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/unambiguous.request.json
19,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/uniform.request.json
19,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/uniform.request.json
19,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/uniform.request.json
19,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/uniform.request.json
19,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/uniform.request.json
20,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unique.request.json
20,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/unique.request.json
20,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/unique.request.json
20,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/unique.request.json
20,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/unique.request.json
21,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.request.json
21,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/well_formed.request.json
21,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_03/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_03/well_formed.request.json
21,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_04/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_04/well_formed.request.json
21,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_05/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_05/well_formed.request.json
22,9e7f691cedad95db9df077fec10527052555ba18b58d1d19ae57a3d392fb7098,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_01/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_01/atomic.request.json
22,9e7f691cedad95db9df077fec10527052555ba18b58d1d19ae57a3d392fb7098,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_02/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_02/atomic.request.json
22,9e7f691cedad95db9df077fec10527052555ba18b58d1d19ae57a3d392fb7098,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_03/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_03/atomic.request.json
22,9e7f691cedad95db9df077fec10527052555ba18b58d1d19ae57a3d392fb7098,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_04/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_04/atomic.request.json
22,9e7f691cedad95db9df077fec10527052555ba18b58d1d19ae57a3d392fb7098,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_05/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_05/atomic.request.json
23,149c9d7b6e03ba5391b4b5dc088af49c6c8915a368fa7eb0970b33d2d889d19f,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_01/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_01/complete.request.json
23,149c9d7b6e03ba5391b4b5dc088af49c6c8915a368fa7eb0970b33d2d889d19f,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_02/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_02/complete.request.json
23,149c9d7b6e03ba5391b4b5dc088af49c6c8915a368fa7eb0970b33d2d889d19f,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_03/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_03/complete.request.json
23,149c9d7b6e03ba5391b4b5dc088af49c6c8915a368fa7eb0970b33d2d889d19f,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_04/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_04/complete.request.json
23,149c9d7b6e03ba5391b4b5dc088af49c6c8915a368fa7eb0970b33d2d889d19f,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_05/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_05/complete.request.json
24,d9e0aeb3280f1665983262d184ebd553e2581a616cce89f4536c50f3ccfc4c6b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_01/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_01/conceptually_sound.request.json
24,d9e0aeb3280f1665983262d184ebd553e2581a616cce89f4536c50f3ccfc4c6b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_02/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_02/conceptually_sound.request.json
24,d9e0aeb3280f1665983262d184ebd553e2581a616cce89f4536c50f3ccfc4c6b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_03/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_03/conceptually_sound.request.json
24,d9e0aeb3280f1665983262d184ebd553e2581a616cce89f4536c50f3ccfc4c6b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_04/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_04/conceptually_sound.request.json
24,d9e0aeb3280f1665983262d184ebd553e2581a616cce89f4536c50f3ccfc4c6b,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_05/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_05/conceptually_sound.request.json
25,764cb3904440c133103c9f4a8f7166a39de7a3b399fb72a11c13184582b3f06c,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_01/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_01/conflict_free.request.json
25,764cb3904440c133103c9f4a8f7166a39de7a3b399fb72a11c13184582b3f06c,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_02/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_02/conflict_free.request.json
25,764cb3904440c133103c9f4a8f7166a39de7a3b399fb72a11c13184582b3f06c,results/previous_single_prompt/raw/DeepSeek-V4-Pro/PlanningPoker/run_03/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/PlanningPoker/run_03/conflict_free.request.json
