original_path,new_path,original_sha256,bytes,scope,preservation,operation
docs/current_model_snapshot.md,docs/history/current_model_snapshot.md,a9771ebea17018048fb990c9366c63b542af85a81274e759dd54631e6b97e0ce,1243,historical/manual review,unchanged,moved
docs/dataset_consistency.md,docs/history/dataset_consistency.md,e78c0d0aa4fa48f73fccb8c1574bb60c3a633c170a1b4bdcc096d86d6fdf41bd,1020,historical/manual review,unchanged,moved
docs/execution_checklist.md,docs/history/execution_checklist.md,4747d7fbd5a3783dc06b185e58338ae5e05df5b3aee1fb5244fc689c56f0eb3b,1614,historical/manual review,unchanged,moved
docs/experiment_design.md,docs/history/experiment_design.md,de438fae40452a406e69c7fdfa2d49c955ce0acd5f6cd6223e2aa2b572a3341d,6280,historical/manual review,unchanged,moved
docs/ground_truth_quality_check.md,docs/history/ground_truth_quality_check.md,08c30f969aa57a44a2dfad612b0028e29afe3a2f7e59242f7b0037573e5aa2ce,1193,historical/manual review,unchanged,moved
docs/metrics_dictionary.md,docs/history/metrics_dictionary.md,374a3efda37b6a3cba6d7370132a9ec41e4a4e035801c5c46e30f7e7f91a65b4,2086,historical/manual review,unchanged,moved
docs/model_selection.md,docs/history/model_selection.md,6212551c9ebde0dad120ec8b537a568f45feb81cbc85fd0bcbc086994d4246c6,1142,historical/manual review,unchanged,moved
docs/prompt_strategy.md,docs/history/prompt_strategy.md,b794e8bd090566ae4eda00c1cc824724247cf1fadddf2341f32dd4135f6c586c,3997,historical/manual review,unchanged,moved
docs/reexecution_plan.md,docs/history/reexecution_plan.md,efd4fde6403377368e5d66e38c47e4c6edfae6057322e14bd7e4319dd2ac4f2a,788,historical/manual review,unchanged,moved
ground_truth/gold_standard_qus13_final.csv,data/ground_truth/gold_standard_qus13_final.csv,129daf56bca5a24f5efb46b6468f78dff36b5193d82e3c6f5a53cbc25b63a55a,604913,RQ1-RQ4,unchanged,moved
prompts/README.md,docs/history/prompts_readme_before_organization.md,a07c6343e8c38ee9bb1d1e3b1119dc90b755d97a04bc4eea165007341b44ce5e,672,historical/manual review,unchanged,moved_and_renamed
prompts/few_shot.txt,prompts/few_shot/template.txt,586777a89fc60d6c6c34d9ccc3934fba9273489ec7e54dfaa783325eae0308a1,950,RQ1-RQ4,unchanged,moved_and_renamed
prompts/one_shot.txt,prompts/one_shot/template.txt,b095498b2900a5e231dc8bfae244946f20f5af84716cf104df1c23f54d8718e3,878,RQ1-RQ4,unchanged,moved_and_renamed
prompts/system.txt,prompts/system.txt,c5c9ee637b83af20b1e73bd7e1a525c9b92083cfc9e30ad006581760b905d4ac,1574,RQ1-RQ4,unchanged,retained
prompts/zero_shot.txt,prompts/zero_shot/template.txt,0ae1804aa7c2a44448af3771d6777d3427c403fe7296f49cfb1e6d6deb50354f,763,RQ1-RQ4,unchanged,moved_and_renamed
qualitative-analisys/Adjudication.xlsm,data/qualitative_sample/adjudication.xlsm,bf5de066eb381c34caf0866f8275289d92979e5232ddaacf7a7187b4782ade3f,21341,RQ4,unchanged,moved_and_renamed
qualitative-analisys/Final_Adjudicated.xlsx,results/rq4/final_adjudicated.xlsx,17a97248a726847cc403da2328b7087d5e2343f60b3d60fd8b11bbf591934ffe,16581,RQ4,unchanged,moved_and_renamed
qualitative-analisys/QUS13_Qualitative_Evaluation_Coder1.xlsx,data/qualitative_sample/qualitative_evaluation_coder1.xlsx,3534e7fc8c437f45f34edaec24454d89a8d79e845cae78b7c6b15331d9ccc7a6,36279,RQ4,unchanged,moved_and_renamed
qualitative-analisys/QUS13_Qualitative_Evaluation_Coder2.xlsx,data/qualitative_sample/qualitative_evaluation_coder2.xlsx,e3857ea245ea31ff918ef124732c53689bcd471cfb0bd86072aac399c2c9667a,26542,RQ4,unchanged,moved_and_renamed
requirements.txt,requirements.txt,a8dc766995bf9cf7992e2132f14c5b2a868a212513a0da7dd2c40458bda55332,18,shared,updated_code_or_configuration,retained
results/README.md,docs/history/results_readme_before_organization.md,7f5efe3d8555fc951e42c6bd16ebfdcc95c23bf892504b8069df32b8eb31a662,523,historical/manual review,unchanged,moved_and_renamed
results/audit/.gitkeep,docs/provenance/execution_audit/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,shared,unchanged,moved
results/audit/audit_summary.json,docs/provenance/execution_audit/audit_summary.json,c5f98deb5c719d4874b0f02f0f2653158277ea71738f2c7b151748edcdc8ef1d,675,shared,unchanged,moved
results/experiment_manifest.json,docs/provenance/original_experiment_manifest.json,461642ba2dad68f32b67a5c3d87a988915f5bbf5f00babe57407f0a23a421ba9,3065,shared,unchanged,moved_and_renamed
results/metrics/.gitkeep,results/rq1/metrics/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,RQ1,unchanged,moved
results/metrics/aqusa_supported5_by_run.csv,results/rq1/metrics/aqusa_supported5_by_run.csv,136a6c1f96c0b054a3368425ff6baa136f7ac99af244a741c28769f68b77d61f,27395,RQ1,unchanged,moved
results/metrics/effectiveness_by_run.csv,results/rq1/metrics/effectiveness_by_run.csv,31732a4208b59b091edff6f8fac2284444a6b13404e8f7ead2165524623e51e5,622204,RQ1,unchanged,moved
results/metrics/error_details_fp_fn.csv,results/rq1/metrics/error_details_fp_fn.csv,d665658cd573c3db8ba39dca2422a1e36f146f46c4381fe4b0d7afee0c3497e6,4414263,RQ1,unchanged,moved
results/metrics/excluded_ground_truth_units.csv,results/rq1/metrics/excluded_ground_truth_units.csv,47858e7915a008a87eb5ded6643892a1c3d6f458b3611a91af01e942e8f92885,7,RQ1,unchanged,moved
results/metrics/majority_vote_metrics.csv,results/rq3/metrics/majority_vote_metrics.csv,45877443f64fa5ca5db4c68d10b573f572fea66a1be8119130d6299be08bc95a,6699,RQ3,unchanged,moved
results/metrics/majority_vote_predictions.csv,outputs/parsed/aggregation/majority_vote_predictions.csv,3131c3d7f48e3099f2b34558d77888a912860d477017ffd974c6210d89202784,1864659,RQ1-RQ4,unchanged,moved
results/metrics/run_summary_mean_sd.csv,results/rq1/metrics/run_summary_mean_sd.csv,ddc9a4b2d42b0d343bbb793740206df7d6e775967b0e5864b70ad7c3d540898f,15288,RQ1,unchanged,moved
results/metrics/unit_detection_frequency.csv,results/rq3/metrics/unit_detection_frequency.csv,b894194a203ea87b8f3376a423ff69868924208cdbdf1b6f79566ba3d9d47cd3,1327790,RQ3,unchanged,moved
results/metrics/variability.csv,results/rq3/metrics/variability.csv,228972c38bdcd0377bddde114d878c5dba147b80391f2086ed50e1bfa5a6c653,39787,RQ3,unchanged,moved
results/normalized/.gitkeep,outputs/parsed/normalized/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,RQ1-RQ4,unchanged,moved
results/normalized/aqusa_predictions.csv,outputs/parsed/normalized/aqusa_predictions.csv,dccf36b8fe56909a74d779734448695232771f31c25ea8e66de0c146651384f1,79177,RQ1-RQ4,unchanged,moved
results/normalized/llm_predictions.csv,outputs/parsed/normalized/llm_predictions.csv,8d19533f932a99f304522b5274d7c68be63905f0a4a8d4de03bea610056e3fc9,25045396,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/audit/audit_summary.json,results/archive/previous_single_prompt/audit/audit_summary.json,a9da1e9eac23f626741214e75fe0c22de01b6e9fddf1b2b2ed24a533b50b2080,2817,historical/manual review,unchanged,moved
results/previous_single_prompt/audit/gold_standard_prevalence.csv,results/archive/previous_single_prompt/audit/gold_standard_prevalence.csv,6a5f3129d289edae5487b8132bc9756c22969842f3586914ef814ab010b08256,687,historical/manual review,unchanged,moved
results/previous_single_prompt/audit/undefined_metrics.csv,results/archive/previous_single_prompt/audit/undefined_metrics.csv,6e2a16768d5e714dc739c89a82f229050bb052a5837bb6420f2e22aadd5fa022,154961,historical/manual review,unchanged,moved
results/previous_single_prompt/experiment_manifest.json,results/archive/previous_single_prompt/experiment_manifest.json,ecdf588aa4b36b941e5c5123588a052d270702109b557f302f74dc20e2621fa5,2414,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/.gitkeep,results/archive/previous_single_prompt/metrics/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/aqusa_supported5_by_run.csv,results/archive/previous_single_prompt/metrics/aqusa_supported5_by_run.csv,6d61def95f1233d85ca1bf5156e3395e52062fa8aaa9febd0e31da02c7d010d8,12698,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/effectiveness_by_run.csv,results/archive/previous_single_prompt/metrics/effectiveness_by_run.csv,8c4439598725d506d3720af2be875506a81509cf66f96dcb690b45f12635f019,247574,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/error_details_fp_fn.csv,results/archive/previous_single_prompt/metrics/error_details_fp_fn.csv,9ef51f1bd93e3db24d5a2b0c310701a921ab8083ab6f47120bb0e5e3f296cfae,1613763,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/excluded_ground_truth_units.csv,results/archive/previous_single_prompt/metrics/excluded_ground_truth_units.csv,c20ccb47f687dee1f03ff1df0142d05fff5a7a1786f3b0aa72b8512711bd76e1,1078301,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/macro_micro_summary.csv,results/archive/previous_single_prompt/metrics/macro_micro_summary.csv,8c11b0aca6ebce240494faa997c9f5cd1ad4f7c1ae8cd17fa8687741bc7971d1,6658,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/majority_vote_metrics.csv,results/archive/previous_single_prompt/metrics/majority_vote_metrics.csv,888c3de2b75d36621d9c41cd7b09ddb2a53676a24d6fc93d574118ed3696c39c,2846,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/majority_vote_predictions.csv,results/archive/previous_single_prompt/metrics/majority_vote_predictions.csv,86a852a2341398a6152c6d3703c32306a5861c8b7ecf61ed3f1058910ff44678,637658,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/run_summary_mean_sd.csv,results/archive/previous_single_prompt/metrics/run_summary_mean_sd.csv,ee300ced295abc1a00198e32d65cbc2664fe00127dfb5ea6e03ea7d8ee4e7bab,6045,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/unit_detection_frequency.csv,results/archive/previous_single_prompt/metrics/unit_detection_frequency.csv,748f60b79a0c746feece6451c82c15541f28a36f03438a4bcc0d0f1c8e9fb90f,424312,historical/manual review,unchanged,moved
results/previous_single_prompt/metrics/variability.csv,results/archive/previous_single_prompt/metrics/variability.csv,6435ea5500e6b025a81a34682dd5ac26217192b70b012311d5eadf74c4ec2e93,15436,historical/manual review,unchanged,moved
results/previous_single_prompt/normalized/.gitkeep,outputs/parsed/archive/previous_single_prompt/normalized/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/normalized/aqusa_predictions.csv,outputs/parsed/archive/previous_single_prompt/normalized/aqusa_predictions.csv,dccf36b8fe56909a74d779734448695232771f31c25ea8e66de0c146651384f1,79177,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/normalized/llm_predictions.csv,outputs/parsed/archive/previous_single_prompt/normalized/llm_predictions.csv,6be976231e5afb23bba487025b656adcdf876061ab5d4a28b8204aafb56887ec,9836276,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/atomic.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/atomic.parsed.json,43a0a3d6272cc45205a728687f6829dbee58fa906a3fd696ec9abd97856b4863,21716,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/atomic.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/atomic.request.json,1f8309f1dcbb40f171813057f2bcf4218b9d12f6ec6eebc417a12aaf6f0353c5,13672,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/atomic.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/atomic.response.json,1272b904677d61fc52c6db36910aa8e5818243eddc386317b1bfbf123faf1976,88878,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/complete.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/complete.parsed.json,05fb8e2bb71ae271ebd07d01fc37ae93222d3e42d59c8c1110706423946a7bc9,20561,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/complete.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/complete.request.json,6e6148334e296f6921c7faadebf1c198a6c0568faa6da88122e402432d5a31b9,13813,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/complete.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/complete.response.json,128361c5238a47ff2ca1af1a10be2673fd5077e236070b835e906411b41f6770,104798,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.parsed.json,9f1f5bf77ba8fd789c0ace1138fb526a6bcc9f94c96598416c3103aede1a1486,26019,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.request.json,2c7fe1608e584f1ee306523fb25a2b30c22a3b48883b967fe1a1c37823cfd4bb,13712,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conceptually_sound.response.json,de4c4447697967c6934136952da64c0393341d9bedb16abab1396af929e6447a,163630,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.parsed.json,b2a916f6aca5f238f00dae3af0fb8377d29daaf774707237a19be43364b786e6,18920,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.request.json,8f6d726b35bef3259768e0eaa61bc777b88e3edbe2b4edd49ecc0c561dad77ae,13649,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/conflict_free.response.json,2a0c9dfdf7b389458ed3cc3641f1fc3ccaf88aa6ed59ac2568de1b65b75e4f33,88659,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.parsed.json,f7f15ce2f3219eb60fbfeb7356637f385a9b5f117d47de191992b78c75a02ed5,21353,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.request.json,c422377ce620f0b9b8c743c1cd8104ad736e7d0a2527c593284b21e8b4a51eb0,13718,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/estimatable.response.json,679fb2e2c74c71c566b588dc1775e96f45c75a85490f9db9ecac175c95fcd87f,95885,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.parsed.json,8543e84ee69ab694ad3cb3368660e881b0cca1e9ad19eaffcf11a882d4162751,20654,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.request.json,686c048943a2de5a89407b4e212551865bd376f6110ec0e7cb0b89037deaa50b,13639,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/full_sentence.response.json,e871ecc4f3331ea1d38def5f24b4626161f95a1ebc3ddf4b3b2b3929da6dabe8,66757,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/independent.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/independent.parsed.json,16d9d329e03a02a1c7181ade723fa8ce998eb60e891142c1097730e0bcf88342,22563,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/independent.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/independent.request.json,39f63eb027f8574bb523eeb53627ae94f2f0241c8b149fa9454251eb4eb10fc2,13731,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/independent.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/independent.response.json,7f0614dfd534dd6c4f8c9d3753f4477f639e758b242fdf3506d311f2159e7e64,126751,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/minimal.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/minimal.parsed.json,17ea5a9f9993ab7feba2d77b60b5c9519be6ac0df4235920c54c9b414993a548,20158,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/minimal.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/minimal.request.json,8b9ac97fe81be6722c01c38bafae90dbb12eaee53189cc041523ba16b2fc4368,13691,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/minimal.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/minimal.response.json,901017b723e37b2daaa442452dfb2408250846c731530c74965a7f81d1a73d44,52574,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.parsed.json,89069d22b2f3e7d4b75c6d43ab36f914192cdaba3e123495d26de1baf73b6874,22620,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.request.json,0cf061252ed52f6b34606bb1b41c16ff9c5140cb9678dc38dcdee39c24536673,13737,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/problem_oriented.response.json,491e23411b1e96ed80a1f25991a08a5aa520e251aa065480d14f6b223d923092,61181,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.parsed.json,2436d733fd832eaca9dd120c5f7167b383e61c77b2ec71ce193e0f5f5014e301,21358,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.request.json,a3246b1f27dd72753eaf7b6e7287610eb7b3b4493c78de358a8ce8b216701001,13715,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unambiguous.response.json,8f3a6bd8af0c164f37e3fc2e5e996a30c7c74c8d6eb88bd349df9de3d20f7f0e,73319,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/uniform.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/uniform.parsed.json,349730f6438de77928d48f80271ca958fc51f2ee3734fa0dd982909f5d4ba14f,19818,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/uniform.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/uniform.request.json,507fe65a9e502f78e702e6b336681a0d74f9b48dba9f3c36b8b811dba4ef2cdf,13704,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/uniform.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/uniform.response.json,b05327bf9f1b2950dfae07615cc5830149ccbee85aaf1310fae1f75dd7cb82b4,49893,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unique.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unique.parsed.json,20a4e9d19c57f47da275e8c3905e33fe065b73428229370c0fe97b2b9fd7d617,21152,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unique.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unique.request.json,d4dd5f927b1d2d69458f051b6d45eac15bb68bd51f9101b6f4e38ee7cd67a2c3,13769,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/unique.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/unique.response.json,e3a81fbec08207158f12e03802988b2095dbcb8964c245c98eb565c42e5ef8ef,110541,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.parsed.json,65a493a2fdcccf8af2b675b8f8a3f707c5f31e8397bf488223a4c1ac59e76c0a,25413,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.request.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.request.json,012ae2781c16cb8bca236ca27e28ab0379fd8caf3a5b48ff73e284fc789564f5,13655,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.response.json,outputs/raw/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_01/well_formed.response.json,82a30d8c9fadf6b2a742a727b6a730b31613f50188757fd0fb1b24e4131f4cf2,38922,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/DeepSeek-V4-Pro/BADCamp/run_02/atomic.parsed.json,outputs/parsed/archive/previous_single_prompt/DeepSeek-V4-Pro/BADCamp/run_02/atomic.parsed.json,d781082d12b952e96d928b28152ea53f165066093cc71655a40c90700eee5983,20691,RQ1-RQ4,unchanged,moved
