prompt_profile,model,project,criterion,story_id,violation_frequency,flip
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-033,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-034,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-035,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-036,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-037,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-038,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-039,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-040,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-041,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-042,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-043,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-044,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-045,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-046,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-047,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-048,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-049,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-050,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-051,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-052,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-053,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-054,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-055,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-056,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-057,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-058,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-059,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-060,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-061,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-062,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-063,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-064,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-065,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-066,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-067,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-068,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Complete,BC-069,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-001,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-002,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-003,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-004,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-005,1.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-006,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-007,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-008,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-009,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-010,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-011,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-012,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-013,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-014,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-015,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-016,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-017,0.6,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-018,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-019,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-020,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-021,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-022,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-023,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-024,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-025,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-026,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-027,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-028,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-029,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-030,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-031,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-032,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-033,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-034,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-035,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-036,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-037,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-038,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-039,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-040,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-041,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-042,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-043,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-044,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-045,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-046,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-047,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-048,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-049,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-050,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-051,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-052,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-053,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-054,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-055,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-056,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-057,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-058,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-059,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-060,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-061,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-062,1.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-063,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-064,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-065,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-066,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-067,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-068,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,BC-069,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-001,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-002,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-003,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-004,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-005,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-006,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-007,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-008,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-009,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-010,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-011,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-012,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-013,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-014,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-015,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-016,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-017,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-018,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-019,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-020,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-021,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-022,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-023,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-024,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-025,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-026,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-027,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-028,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-029,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-030,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-031,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-032,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-033,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-034,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-035,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-036,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-037,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-038,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-039,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-040,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-041,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-042,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-043,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-044,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-045,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-046,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-047,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-048,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-049,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-050,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-051,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-052,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-053,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-054,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-055,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-056,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-057,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-058,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-059,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-060,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-061,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-062,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-063,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-064,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-065,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-066,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-067,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-068,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,BC-069,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-001,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-002,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-003,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-004,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-005,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-006,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-007,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-008,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-009,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-010,0.6,1
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-011,0.8,1
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-012,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-013,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-014,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-015,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-016,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-017,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-018,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-019,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-020,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-021,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-022,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-023,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-024,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-025,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-026,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-027,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-028,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-029,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-030,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-031,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-032,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-033,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-034,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-035,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-036,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-037,0.2,1
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-038,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-039,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-040,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-041,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-042,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-043,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-044,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-045,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-046,0.4,1
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-047,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-048,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-049,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-050,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-051,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-052,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-053,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-054,0.0,0
few_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,BC-055,0.0,0
