prompt_profile,model,project,criterion,runs,mean_pairwise_jaccard,min_pairwise_jaccard,unanimous_unit_rate,flip_unit_rate,fleiss_kappa_across_runs
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Independent,5,0.97,0.95,0.9565217391304348,0.04347826086956519,0.9012027491408936
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Minimal,5,0.9714285714285715,0.9285714285714286,0.9855072463768116,0.01449275362318836,0.9812642554578035
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,5,0.9,0.75,0.9565217391304348,0.04347826086956519,0.9341351660939289
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,5,0.7578947368421052,0.5789473684210527,0.8840579710144928,0.1159420289855072,0.800186341659952
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Unique,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,BADCamp,Well-formed,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,5,0.4,0.0,0.9622641509433962,0.037735849056603765,0.23850574712643252
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Complete,5,0.9692307692307693,0.9230769230769231,0.9811320754716981,0.018867924528301883,0.9793998756218906
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,5,0.55,0.25,0.9433962264150944,0.05660377358490565,0.6606431417188389
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,5,0.7333333333333334,0.5555555555555556,0.9245283018867925,0.07547169811320753,0.792319749216301
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Independent,5,0.9853658536585366,0.975609756097561,0.9811320754716981,0.018867924528301883,0.9687647336162187
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,5,0.96,0.9,0.9622641509433962,0.037735849056603765,0.9676157888305023
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,5,0.7261904761904762,0.625,0.9245283018867925,0.07547169811320753,0.8096264367816087
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Unique,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Well-formed,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Atomic,5,0.9400000000000001,0.9,0.9833333333333333,0.01666666666666672,0.962156252628038
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Complete,5,0.8571428571428571,0.6428571428571429,0.9166666666666666,0.08333333333333337,0.8902224824355972
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Conceptually sound,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Conflict-free,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Estimatable,5,0.6842105263157895,0.47368421052631576,0.6666666666666666,0.33333333333333337,0.5927601809954752
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Full sentence,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Independent,5,1.0,1.0,1.0,0.0,1.0
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Minimal,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Problem-oriented,5,0.9666666666666666,0.9166666666666666,0.9833333333333333,0.01666666666666672,0.9780444964871197
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Unambiguous,5,0.985,0.975,0.9833333333333333,0.01666666666666672,0.9777183600713012
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Unique,5,0.325,0.0,0.9333333333333333,0.06666666666666665,0.08474576271186746
few_shot,Gemini-3.1-Pro-Preview,Zooniverse,Well-formed,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,BADCamp,Atomic,5,0.6,0.0,0.9710144927536232,0.02898550724637683,-0.0058309037900915635
few_shot,GPT-5-Mini,BADCamp,Complete,5,0.5486213062300018,0.3333333333333333,0.7391304347826086,0.26086956521739135,0.6159172368849789
few_shot,GPT-5-Mini,BADCamp,Conceptually sound,5,0.7,0.5,0.9855072463768116,0.01449275362318836,0.8080489614243332
few_shot,GPT-5-Mini,BADCamp,Conflict-free,5,0.6,0.0,0.9710144927536232,0.02898550724637683,-0.0058309037900915635
few_shot,GPT-5-Mini,BADCamp,Estimatable,5,0.15333333333333332,0.0,0.8985507246376812,0.10144927536231885,0.2229729729729756
few_shot,GPT-5-Mini,BADCamp,Full sentence,5,0.6963095238095238,0.5714285714285714,0.9420289855072463,0.05797101449275366,0.7990915443745632
few_shot,GPT-5-Mini,BADCamp,Independent,5,0.5577526801957198,0.4489795918367347,0.4057971014492754,0.5942028985507246,0.42016806722689076
few_shot,GPT-5-Mini,BADCamp,Minimal,5,0.8168181818181818,0.7,0.9420289855072463,0.05797101449275366,0.8804481749576469
few_shot,GPT-5-Mini,BADCamp,Problem-oriented,5,0.7345238095238095,0.625,0.9420289855072463,0.05797101449275366,0.8324592074592074
few_shot,GPT-5-Mini,BADCamp,Unambiguous,5,0.6732612167674088,0.5555555555555556,0.8405797101449275,0.1594202898550725,0.7527341261414314
few_shot,GPT-5-Mini,BADCamp,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,BADCamp,Unique,5,0.11166666666666666,0.0,0.8695652173913043,0.13043478260869568,0.18105308588692187
few_shot,GPT-5-Mini,BADCamp,Well-formed,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,PlanningPoker,Atomic,5,0.6,0.0,0.9811320754716981,0.018867924528301883,-0.0037878787878641335
few_shot,GPT-5-Mini,PlanningPoker,Complete,5,0.432051282051282,0.07692307692307693,0.7735849056603774,0.2264150943396226,0.25494826810616306
few_shot,GPT-5-Mini,PlanningPoker,Conceptually sound,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,PlanningPoker,Conflict-free,5,0.55,0.25,0.9433962264150944,0.05660377358490565,0.6606431417188389
few_shot,GPT-5-Mini,PlanningPoker,Estimatable,5,0.8400000000000001,0.6,0.9622641509433962,0.037735849056603765,0.9047790154509522
few_shot,GPT-5-Mini,PlanningPoker,Full sentence,5,0.6,0.0,0.9811320754716981,0.018867924528301883,0.7461685823754788
few_shot,GPT-5-Mini,PlanningPoker,Independent,5,0.7922628066378066,0.6060606060606061,0.6981132075471698,0.30188679245283023,0.7293709150326798
few_shot,GPT-5-Mini,PlanningPoker,Minimal,5,0.2202380952380952,0.0,0.8679245283018868,0.13207547169811318,0.35286935286935095
few_shot,GPT-5-Mini,PlanningPoker,Problem-oriented,5,0.7600855693154455,0.6111111111111112,0.8301886792452831,0.16981132075471694,0.8062865497076022
few_shot,GPT-5-Mini,PlanningPoker,Unambiguous,5,0.8966666666666667,0.8,0.9622641509433962,0.037735849056603765,0.9305992038550178
few_shot,GPT-5-Mini,PlanningPoker,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,PlanningPoker,Unique,5,0.41666666666666663,0.3333333333333333,0.8867924528301887,0.1132075471698113,0.5676455823293169
few_shot,GPT-5-Mini,PlanningPoker,Well-formed,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,Zooniverse,Atomic,5,0.475,0.125,0.8833333333333333,0.1166666666666667,0.563636363636364
few_shot,GPT-5-Mini,Zooniverse,Complete,5,0.6247556390977443,0.3684210526315789,0.8,0.19999999999999996,0.6921345338983049
few_shot,GPT-5-Mini,Zooniverse,Conceptually sound,5,0.6,0.0,0.9833333333333333,0.01666666666666672,-0.0033444816053396585
few_shot,GPT-5-Mini,Zooniverse,Conflict-free,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,Zooniverse,Estimatable,5,0.40504610886189835,0.0,0.65,0.35,0.4876431585292342
few_shot,GPT-5-Mini,Zooniverse,Full sentence,5,0.45,0.0,0.9666666666666667,0.033333333333333326,0.5932203389830518
few_shot,GPT-5-Mini,Zooniverse,Independent,5,0.33666666666666667,0.025,0.35,0.65,0.08884660421545629
few_shot,GPT-5-Mini,Zooniverse,Minimal,5,0.375,0.0,0.9333333333333333,0.06666666666666665,0.1955143832276912
few_shot,GPT-5-Mini,Zooniverse,Problem-oriented,5,0.5117460317460318,0.21428571428571427,0.8166666666666667,0.18333333333333335,0.6186081551935213
few_shot,GPT-5-Mini,Zooniverse,Unambiguous,5,0.8088580659536543,0.71875,0.7833333333333333,0.21666666666666667,0.7931034482758619
few_shot,GPT-5-Mini,Zooniverse,Uniform,5,1.0,1.0,1.0,0.0,
few_shot,GPT-5-Mini,Zooniverse,Unique,5,0.3,0.0,0.9666666666666667,0.033333333333333326,0.36655405405404823
few_shot,GPT-5-Mini,Zooniverse,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,BADCamp,Atomic,5,0.75,0.6,0.9710144927536232,0.02898550724637683,0.8478835978835979
one_shot,DeepSeek-V4-Pro,BADCamp,Complete,5,0.4750874125874126,0.23076923076923078,0.8405797101449275,0.1594202898550725,0.5899590163934426
one_shot,DeepSeek-V4-Pro,BADCamp,Conceptually sound,5,0.39365301365301364,0.15384615384615385,0.8260869565217391,0.17391304347826086,0.4178348909657316
one_shot,DeepSeek-V4-Pro,BADCamp,Conflict-free,5,0.6,0.0,0.9420289855072463,0.05797101449275366,-0.011730205278586026
one_shot,DeepSeek-V4-Pro,BADCamp,Estimatable,5,0.5957539682539682,0.375,0.9130434782608695,0.08695652173913049,0.7088256571015201
one_shot,DeepSeek-V4-Pro,BADCamp,Full sentence,5,0.8311111111111111,0.7,0.9565217391304348,0.04347826086956519,0.891560584629892
one_shot,DeepSeek-V4-Pro,BADCamp,Independent,5,0.7993705256609974,0.6739130434782609,0.7391304347826086,0.26086956521739135,0.7307118573510025
one_shot,DeepSeek-V4-Pro,BADCamp,Minimal,5,0.8,0.5,0.927536231884058,0.07246376811594202,0.8722222222222221
one_shot,DeepSeek-V4-Pro,BADCamp,Problem-oriented,5,0.8185062663473458,0.6666666666666666,0.8260869565217391,0.17391304347826086,0.8355012206286238
one_shot,DeepSeek-V4-Pro,BADCamp,Unambiguous,5,0.7429178338001867,0.6470588235294118,0.8695652173913043,0.13043478260869568,0.813791508173126
one_shot,DeepSeek-V4-Pro,BADCamp,Uniform,5,0.6,0.0,0.9855072463768116,0.01449275362318836,-0.0029069767442361856
one_shot,DeepSeek-V4-Pro,BADCamp,Unique,5,1.0,1.0,1.0,0.0,1.0
one_shot,DeepSeek-V4-Pro,BADCamp,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,PlanningPoker,Atomic,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,5,0.5436790986790987,0.16666666666666666,0.7924528301886793,0.2075471698113207,0.6593480049362402
one_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,5,0.28190476190476194,0.0,0.8679245283018868,0.13207547169811318,0.3993333333333336
one_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,5,0.76,0.4,0.9433962264150944,0.05660377358490565,0.7573260073260059
one_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,5,0.8222222222222222,0.6666666666666666,0.9433962264150944,0.05660377358490565,0.8822222222222222
one_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,5,0.6,0.0,0.9811320754716981,0.018867924528301883,-0.0037878787878641335
one_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,5,0.7965892100083276,0.7142857142857143,0.7169811320754716,0.28301886792452835,0.7160714285714285
one_shot,DeepSeek-V4-Pro,PlanningPoker,Minimal,5,0.6,0.0,0.8867924528301887,0.1132075471698113,-0.023166023166024213
one_shot,DeepSeek-V4-Pro,PlanningPoker,Problem-oriented,5,0.8583076923076923,0.8,0.8679245283018868,0.13207547169811318,0.8625043237634037
one_shot,DeepSeek-V4-Pro,PlanningPoker,Unambiguous,5,0.6881764069264069,0.5625,0.8301886792452831,0.16981132075471694,0.7541329284750338
one_shot,DeepSeek-V4-Pro,PlanningPoker,Uniform,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,PlanningPoker,Unique,5,0.7333333333333333,0.5,0.9622641509433962,0.037735849056603765,0.8337098393574296
one_shot,DeepSeek-V4-Pro,PlanningPoker,Well-formed,5,1.0,1.0,1.0,0.0,1.0
one_shot,DeepSeek-V4-Pro,Zooniverse,Atomic,5,0.8583333333333334,0.6666666666666666,0.95,0.050000000000000044,0.9115826702033598
one_shot,DeepSeek-V4-Pro,Zooniverse,Complete,5,0.2352029751294457,0.0625,0.7166666666666667,0.2833333333333333,0.30555555555555597
one_shot,DeepSeek-V4-Pro,Zooniverse,Conceptually sound,5,0.5896551724137932,0.0,0.03333333333333333,0.9666666666666667,-0.040420951925376834
one_shot,DeepSeek-V4-Pro,Zooniverse,Conflict-free,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,Zooniverse,Estimatable,5,0.6157549142349505,0.4166666666666667,0.6,0.4,0.5902777777777778
one_shot,DeepSeek-V4-Pro,Zooniverse,Full sentence,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,Zooniverse,Independent,5,0.5,0.16666666666666666,0.9166666666666666,0.08333333333333337,0.5862884160756504
one_shot,DeepSeek-V4-Pro,Zooniverse,Minimal,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,Zooniverse,Problem-oriented,5,0.6190985201763234,0.4782608695652174,0.6666666666666666,0.33333333333333337,0.6492362804119609
one_shot,DeepSeek-V4-Pro,Zooniverse,Unambiguous,5,0.850706963591375,0.782608695652174,0.7833333333333333,0.21666666666666667,0.7645211930926217
one_shot,DeepSeek-V4-Pro,Zooniverse,Uniform,5,1.0,1.0,1.0,0.0,
one_shot,DeepSeek-V4-Pro,Zooniverse,Unique,5,0.6,0.0,0.9666666666666667,0.033333333333333326,0.7431506849315069
one_shot,DeepSeek-V4-Pro,Zooniverse,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Atomic,5,0.8,0.6666666666666666,0.9855072463768116,0.01449275362318836,0.8800973123262285
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Complete,5,0.7391304347826086,0.5652173913043478,0.855072463768116,0.14492753623188404,0.7761097170545989
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Conceptually sound,5,0.7333333333333333,0.3333333333333333,0.9130434782608695,0.08695652173913049,0.8265460030165906
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Conflict-free,5,0.8666666666666666,0.6666666666666666,0.9855072463768116,0.01449275362318836,0.9060968971148593
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Estimatable,5,0.8666666666666666,0.6666666666666666,0.9855072463768116,0.01449275362318836,0.9255502805351733
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Full sentence,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Independent,5,0.9728813559322035,0.9322033898305084,0.9420289855072463,0.05797101449275366,0.9159356725146203
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Minimal,5,0.9454545454545455,0.9090909090909091,0.9855072463768116,0.01449275362318836,0.9665611269061775
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,5,0.7818181818181819,0.6,0.9130434782608695,0.08695652173913049,0.8483516483516482
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,5,0.7777777777777778,0.4444444444444444,0.855072463768116,0.14492753623188404,0.8328164372940491
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Uniform,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Unique,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,BADCamp,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Complete,5,0.509090909090909,0.18181818181818182,0.8301886792452831,0.16981132075471694,0.477279368790181
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,5,0.4,0.0,0.7547169811320755,0.24528301886792447,0.3069340128755366
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,5,0.9400000000000001,0.9,0.9811320754716981,0.018867924528301883,0.9612043724380246
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Independent,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,5,0.4,0.0,0.8679245283018868,0.13207547169811318,0.45696721311475336
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,5,0.8800000000000001,0.8,0.9622641509433962,0.037735849056603765,0.9210839785586655
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Unique,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,PlanningPoker,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Atomic,5,0.85,0.75,0.95,0.050000000000000044,0.8968757161408605
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Complete,5,0.6052631578947368,0.34210526315789475,0.5833333333333334,0.41666666666666663,0.47615943378655246
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Conceptually sound,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Conflict-free,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Estimatable,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Full sentence,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Independent,5,1.0,1.0,1.0,0.0,1.0
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Minimal,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Problem-oriented,5,0.975,0.9375,0.9833333333333333,0.01666666666666672,0.9828168852740709
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Unambiguous,5,0.7951219512195122,0.6585365853658537,0.7666666666666667,0.23333333333333328,0.7106242248863166
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Uniform,5,1.0,1.0,1.0,0.0,
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Unique,5,0.7,0.5,0.9333333333333333,0.06666666666666665,0.7636554621848746
one_shot,Gemini-3.1-Pro-Preview,Zooniverse,Well-formed,5,1.0,1.0,1.0,0.0,
one_shot,GPT-5-Mini,BADCamp,Atomic,5,0.2,0.0,0.9710144927536232,0.02898550724637683,0.1593567251461996
one_shot,GPT-5-Mini,BADCamp,Complete,5,0.5552550509072248,0.37037037037037035,0.7246376811594203,0.2753623188405797,0.60006491699898
one_shot,GPT-5-Mini,BADCamp,Conceptually sound,5,0.7,0.5,0.9855072463768116,0.01449275362318836,0.7812764158918015
one_shot,GPT-5-Mini,BADCamp,Conflict-free,5,0.6,0.0,0.9710144927536232,0.02898550724637683,-0.0058309037900915635
one_shot,GPT-5-Mini,BADCamp,Estimatable,5,0.24904761904761905,0.0,0.8985507246376812,0.10144927536231885,0.41014437689969796
one_shot,GPT-5-Mini,BADCamp,Full sentence,5,0.4799603174603175,0.3333333333333333,0.8840579710144928,0.1159420289855072,0.6182739343116703
one_shot,GPT-5-Mini,BADCamp,Independent,5,0.6606862257591606,0.4230769230769231,0.4782608695652174,0.5217391304347826,0.45688729874776374
one_shot,GPT-5-Mini,BADCamp,Minimal,5,0.6016305916305916,0.5,0.8695652173913043,0.13043478260869568,0.7123990873990876
one_shot,GPT-5-Mini,BADCamp,Problem-oriented,5,0.5668650793650793,0.3888888888888889,0.8115942028985508,0.18840579710144922,0.648720885834288
one_shot,GPT-5-Mini,BADCamp,Unambiguous,5,0.6132878078234116,0.5,0.7971014492753623,0.2028985507246377,0.6903360925501145
one_shot,GPT-5-Mini,BADCamp,Uniform,5,1.0,1.0,1.0,0.0,
