prompt_profile,model,dimension,runs,TP_mean,TP_sd,FP_mean,FP_sd,FN_mean,FN_sd,TN_mean,TN_sd,precision_mean,precision_sd,recall_mean,recall_sd,F1_mean,F1_sd,specificity_mean,specificity_sd,accuracy_mean,accuracy_sd,balanced_accuracy_mean,balanced_accuracy_sd,FPR_mean,FPR_sd,FNR_mean,FNR_sd,NPV_mean,NPV_sd,MCC_mean,MCC_sd
one_shot,DeepSeek-V4-Pro,Semantic,5,100.6,4.505552130427524,87.0,24.155744658362327,65.4,4.505552130427524,475.0,24.155744658362327,0.5441398675723439,0.08528362418567512,0.6060240963855422,0.027141880303780255,0.5712765191742661,0.051205037672066425,0.8451957295373665,0.04298175206114295,0.7906593406593407,0.03531048134738377,0.7256099129614544,0.028262596932147388,0.15480427046263345,0.04298175206114293,0.39397590361445783,0.02714188030378026,0.8787881494156637,0.00974498974106987,0.4364460467427854,0.07472420121454888
one_shot,DeepSeek-V4-Pro,Syntactic,5,18.8,1.4832396974191326,4.4,0.8944271909999159,39.2,1.4832396974191326,483.6,0.8944271909999159,0.8107808857808857,0.03417398679230966,0.32413793103448274,0.02557309823136436,0.4626829268292683,0.027953842510902337,0.990983606557377,0.0018328426045080015,0.9201465201465201,0.003064688741883103,0.65756076879593,0.01275026005717428,0.00901639344262295,0.001832842604508024,0.6758620689655173,0.025573098231364333,0.9250251753160412,0.0026224974205864377,0.48127285692799926,0.026463021416444174
one_shot,GPT-5-Mini,Pragmatic,5,23.4,4.505552130427524,126.6,15.899685531481433,55.6,4.505552130427524,886.4,15.899685531481433,0.15633740839560484,0.026386241851674562,0.2962025316455696,0.057032305448449686,0.20421058636717926,0.035317063987825324,0.8750246791707799,0.01569564218310113,0.8331501831501832,0.014514002019164059,0.5856136054081748,0.028396211929405696,0.12497532082922014,0.015695642183101113,0.7037974683544304,0.057032305448449686,0.940988195311266,0.004464490732676336,0.1289943156091526,0.04153242497775495
one_shot,GPT-5-Mini,Semantic,5,82.8,4.381780460041329,24.8,2.04939015319192,83.2,4.381780460041329,537.2,2.04939015319192,0.7695375413882728,0.014359464356729698,0.49879518072289153,0.02639626783157426,0.6049774389300543,0.02138916554499092,0.9558718861209965,0.0036466016960710252,0.8516483516483516,0.005746291391030758,0.727333533421944,0.012716312027770755,0.04412811387900356,0.0036466016960710304,0.5012048192771085,0.026396267831574283,0.8659307618062352,0.005972420758685137,0.5374258969149142,0.020984257427298973
one_shot,GPT-5-Mini,Syntactic,5,15.6,3.4351128074635335,5.2,6.6105975524153635,42.4,3.4351128074635335,482.8,6.6105975524153635,0.793233082706767,0.16728971300962808,0.2689655172413793,0.059226082887302293,0.39451748899942857,0.0744228905257163,0.989344262295082,0.013546306459867569,0.9128205128205128,0.012326973384955177,0.6291548897682306,0.02885679391727271,0.010655737704918032,0.013546306459867548,0.7310344827586206,0.05922608288730231,0.9193020529690756,0.005807448101452515,0.4245950000632649,0.08179571157644792
one_shot,Gemini-3.1-Pro-Preview,Pragmatic,5,19.2,0.8366600265340756,162.8,11.519548602267365,59.8,0.8366600265340756,850.2,11.519548602267365,0.1059429491452571,0.009816357290389807,0.24303797468354432,0.010590633247266789,0.14747974827865679,0.011388557435691194,0.83928923988154,0.011371716290490979,0.7961538461538462,0.011151876138000673,0.5411636072825422,0.010340026665855512,0.16071076011846003,0.011371716290490984,0.7569620253164557,0.010590633247266796,0.9342715443841664,0.0016059955921612803,0.057529151069411824,0.015392637229871801
one_shot,Gemini-3.1-Pro-Preview,Semantic,5,86.4,1.949358868961793,45.8,6.1400325732035,79.6,1.949358868961793,516.2,6.1400325732035,0.6548199454766321,0.026592739595115773,0.5204819277108433,0.011743125716637307,0.579542297794878,0.0048121882177142705,0.9185053380782918,0.010925324863351432,0.8277472527472527,0.006034583141892561,0.7194936328945676,0.0021966564766072783,0.08149466192170818,0.010925324863351427,0.47951807228915666,0.011743125716637309,0.8664124838815395,0.0016466043721337113,0.47823430761330316,0.012162209884722323
one_shot,Gemini-3.1-Pro-Preview,Syntactic,5,24.0,4.58257569495584,4.0,0.0,34.0,4.58257569495584,484.0,0.0,0.8538218793828893,0.025371863798535375,0.4137931034482759,0.0790099257751007,0.5547953946455819,0.07845113039176387,0.9918032786885245,0.0,0.9304029304029303,0.00839299577830743,0.7027981910684002,0.03950496288755035,0.00819672131147541,0.0,0.5862068965517241,0.0790099257751007,0.9344212624761337,0.008241543130138857,0.5640439968397113,0.06788867030191074
zero_shot,DeepSeek-V4-Pro,Pragmatic,5,34.2,4.764451699828638,101.4,14.656056768449009,44.8,4.764451699828638,911.6,14.656056768449009,0.2533373409137189,0.03136387298018747,0.43291139240506327,0.06030951518770428,0.3187269627377022,0.03581496921356172,0.8999012833168806,0.01446797311791607,0.866117216117216,0.01244545587442819,0.6664063378609719,0.028225797345530903,0.10009871668311945,0.0144679731179161,0.5670886075949367,0.060309515187704284,0.9531897893723817,0.004571598015365347,0.2618774035114667,0.041413174536087734
zero_shot,DeepSeek-V4-Pro,Semantic,5,97.8,5.449770637375485,96.2,8.497058314499201,68.2,5.449770637375485,465.8,8.497058314499201,0.5045852934622203,0.019384380006204887,0.5891566265060242,0.032829943598647465,0.5431789041883597,0.018960781048879802,0.8288256227758006,0.015119320844304618,0.7741758241758242,0.010075341110380352,0.7089911246409124,0.014060703982345034,0.1711743772241993,0.015119320844304625,0.4108433734939759,0.03282994359864751,0.8723835496479762,0.008099891098400541,0.39688456051228355,0.024446861831306156
zero_shot,DeepSeek-V4-Pro,Syntactic,5,18.6,4.560701700396552,4.8,2.3874672772626644,39.4,4.560701700396552,483.2,2.3874672772626644,0.7946666666666667,0.0896164667408346,0.32068965517241377,0.07863278793787158,0.4538498779988487,0.08660088692883851,0.9901639344262294,0.004892350977997251,0.919047619047619,0.010230212486277628,0.6554267947993216,0.039915863716454184,0.009836065573770491,0.004892350977997263,0.6793103448275862,0.0786327879378716,0.924657211023719,0.008205949185052559,0.4710534695852921,0.08255745568958792
zero_shot,GPT-5-Mini,Pragmatic,5,23.0,4.0,111.8,15.738487856207788,56.0,4.0,901.2,15.738487856207788,0.17220433001977725,0.03199517303250934,0.2911392405063291,0.05063291139240507,0.21580274900254462,0.037012288847726775,0.889634748272458,0.015536513184805293,0.8463369963369963,0.015301537417000332,0.5903869943893936,0.027380465616245724,0.11036525172754197,0.01553651318480532,0.7088607594936709,0.05063291139240506,0.9414904197359573,0.004209262558941197,0.14320148861145615,0.04354306111644428
zero_shot,GPT-5-Mini,Semantic,5,95.6,8.763560920082657,79.2,26.630809225406576,70.4,8.763560920082657,482.8,26.630809225406576,0.558427033433007,0.11435706336125216,0.5759036144578313,0.052792535663148545,0.5638118345686944,0.07016258985800723,0.8590747330960854,0.04738578153986934,0.7945054945054946,0.041907987721326645,0.7174891737769584,0.040572712661796705,0.1409252669039146,0.04738578153986936,0.4240963855421687,0.05279253566314855,0.8725629692937611,0.016667265511742815,0.43228276391113096,0.10128096326856184
zero_shot,GPT-5-Mini,Syntactic,5,16.8,3.03315017762062,6.4,6.6558245169174945,41.2,3.03315017762062,481.6,6.6558245169174945,0.7663592582168434,0.13449765762944707,0.2896551724137931,0.05229569271759689,0.4117899944666862,0.02784411511203242,0.9868852459016393,0.013638984665814532,0.9128205128205128,0.0071639586870358525,0.6382702091577162,0.01981936438662231,0.013114754098360656,0.013638984665814537,0.710344827586207,0.05229569271759688,0.9212566861099957,0.004497235270934131,0.4315393716429957,0.028006658250579037
zero_shot,Gemini-3.1-Pro-Preview,Pragmatic,5,28.2,1.6431676725154984,138.4,11.458621208504974,50.8,1.6431676725154984,874.6,11.458621208504974,0.1695190444643555,0.005134041696220001,0.3569620253164557,0.02079959079133544,0.22962067255940175,0.0044381278749365625,0.8633761105626852,0.011311570788257603,0.8267399267399267,0.00912080556629213,0.6101690679395704,0.005606277146027179,0.1366238894373149,0.01131157078825762,0.6430379746835444,0.020799590791335417,0.9451148741592826,0.0010778507293786957,0.1588608103549146,0.0054177659691604235
zero_shot,Gemini-3.1-Pro-Preview,Semantic,5,79.4,0.8944271909999159,36.2,2.280350850198276,86.6,0.8944271909999159,525.8,2.280350850198276,0.6870295988670857,0.014706663764374045,0.4783132530120482,0.005388115608433224,0.5639459442123897,0.007695536630488528,0.9355871886120996,0.0040575637903883955,0.8313186813186814,0.003811658496019691,0.7069502208120738,0.0039911768107145276,0.06441281138790036,0.004057563790388392,0.5216867469879518,0.005388115608433239,0.8585877582435749,0.00154829324286187,0.4752072358003745,0.011265342480002582
zero_shot,Gemini-3.1-Pro-Preview,Syntactic,5,20.2,3.5637059362410923,7.0,0.7071067811865476,37.8,3.5637059362410923,481.0,0.7071067811865476,0.7389127837514934,0.044961831690417516,0.3482758620689655,0.061443205797260224,0.47222150087270265,0.06544432489766472,0.985655737704918,0.0014489893057101596,0.9179487179487179,0.007257001009582067,0.6669657998869418,0.031087352118356518,0.014344262295081966,0.0014489893057101388,0.6517241379310345,0.061443205797260224,0.9271712956760341,0.006426218332192974,0.4710066812868631,0.06145760952077342
