level,model,project,run,criterion,dimension,n,TP,FP,FN,TN,precision,recall,F1,specificity,accuracy,balanced_accuracy,FPR,FNR,NPV,MCC
project_criterion,DeepSeek-V4-Pro,BADCamp,1,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,1,Unique,,67,2,4,0,61,0.3333333333333333,1.0,0.5,0.9384615384615385,0.9402985074626866,0.9692307692307692,0.06153846153846154,0.0,1.0,0.5593035962878415
project_criterion,DeepSeek-V4-Pro,BADCamp,1,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Atomic,,62,1,0,1,60,1.0,0.5,0.6666666666666666,1.0,0.9838709677419355,0.75,0.0,0.5,0.9836065573770492,0.7012868733182767
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Complete,,67,0,12,0,55,0.0,,0.0,0.8208955223880597,0.8208955223880597,,0.1791044776119403,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Conceptually sound,,64,1,5,0,58,0.16666666666666666,1.0,0.2857142857142857,0.9206349206349206,0.921875,0.9603174603174602,0.07936507936507936,0.0,1.0,0.3917131009286688
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Conflict-free,,69,0,4,0,65,0.0,,0.0,0.9420289855072463,0.9420289855072463,,0.057971014492753624,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Estimatable,,44,2,1,22,19,0.6666666666666666,0.08333333333333333,0.14814814814814814,0.95,0.4772727272727273,0.5166666666666666,0.05,0.9166666666666666,0.4634146341463415,0.06584863977663931
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Full sentence,,65,6,1,1,57,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9827586206896551,0.9692307692307692,0.9199507389162561,0.017241379310344827,0.14285714285714285,0.9827586206896551,0.8399014778325123
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Independent,,59,3,32,0,24,0.08571428571428572,1.0,0.15789473684210525,0.42857142857142855,0.4576271186440678,0.7142857142857143,0.5714285714285714,0.0,1.0,0.191662969499982
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Minimal,,54,5,1,2,46,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.9787234042553191,0.9444444444444444,0.8465045592705167,0.02127659574468085,0.2857142857142857,0.9583333333333334,0.740697116806178
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Problem-oriented,,54,16,1,7,30,0.9411764705882353,0.6956521739130435,0.8,0.967741935483871,0.8518518518518519,0.8316970546984572,0.03225806451612903,0.30434782608695654,0.8108108108108109,0.7063030035484253
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Unambiguous,,47,11,0,22,14,1.0,0.3333333333333333,0.5,1.0,0.5319148936170213,0.6666666666666666,0.0,0.6666666666666666,0.3888888888888889,0.3600411499115478
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Unique,,67,2,4,0,61,0.3333333333333333,1.0,0.5,0.9384615384615385,0.9402985074626866,0.9692307692307692,0.06153846153846154,0.0,1.0,0.5593035962878415
project_criterion,DeepSeek-V4-Pro,BADCamp,2,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Atomic,,62,1,0,1,60,1.0,0.5,0.6666666666666666,1.0,0.9838709677419355,0.75,0.0,0.5,0.9836065573770492,0.7012868733182767
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Complete,,67,0,12,0,55,0.0,,0.0,0.8208955223880597,0.8208955223880597,,0.1791044776119403,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Conceptually sound,,64,1,14,0,49,0.06666666666666667,1.0,0.125,0.7777777777777778,0.78125,0.8888888888888888,0.2222222222222222,0.0,1.0,0.2277100170213244
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Conflict-free,,69,0,4,0,65,0.0,,0.0,0.9420289855072463,0.9420289855072463,,0.057971014492753624,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Estimatable,,44,3,1,21,19,0.75,0.125,0.21428571428571427,0.95,0.5,0.5375,0.05,0.875,0.475,0.12990381056766578
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Full sentence,,65,6,0,1,58,1.0,0.8571428571428571,0.9230769230769231,1.0,0.9846153846153847,0.9285714285714286,0.0,0.14285714285714285,0.9830508474576272,0.9179406364828487
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Independent,,59,3,27,0,29,0.1,1.0,0.18181818181818182,0.5178571428571429,0.5423728813559322,0.7589285714285714,0.48214285714285715,0.0,1.0,0.22756474745819988
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Minimal,,54,5,2,2,45,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9574468085106383,0.9259259259259259,0.8358662613981763,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.6717325227963525
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Problem-oriented,,54,16,1,7,30,0.9411764705882353,0.6956521739130435,0.8,0.967741935483871,0.8518518518518519,0.8316970546984572,0.03225806451612903,0.30434782608695654,0.8108108108108109,0.7063030035484253
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Unambiguous,,47,11,0,22,14,1.0,0.3333333333333333,0.5,1.0,0.5319148936170213,0.6666666666666666,0.0,0.6666666666666666,0.3888888888888889,0.3600411499115478
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Unique,,67,2,0,0,65,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
project_criterion,DeepSeek-V4-Pro,BADCamp,3,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Atomic,,62,2,1,0,59,0.6666666666666666,1.0,0.8,0.9833333333333333,0.9838709677419355,0.9916666666666667,0.016666666666666666,0.0,1.0,0.8096638534327413
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Complete,,67,0,12,0,55,0.0,,0.0,0.8208955223880597,0.8208955223880597,,0.1791044776119403,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Conceptually sound,,64,1,3,0,60,0.25,1.0,0.4,0.9523809523809523,0.953125,0.9761904761904762,0.047619047619047616,0.0,1.0,0.4879500364742666
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Conflict-free,,69,0,4,0,65,0.0,,0.0,0.9420289855072463,0.9420289855072463,,0.057971014492753624,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Estimatable,,44,2,2,22,18,0.5,0.08333333333333333,0.14285714285714285,0.9,0.45454545454545453,0.4916666666666667,0.1,0.9166666666666666,0.45,-0.028867513459481284
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Full sentence,,65,7,3,0,55,0.7,1.0,0.8235294117647058,0.9482758620689655,0.9538461538461539,0.9741379310344828,0.05172413793103448,0.0,1.0,0.8147349897041835
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Independent,,59,3,29,0,27,0.09375,1.0,0.17142857142857143,0.48214285714285715,0.5084745762711864,0.7410714285714286,0.5178571428571429,0.0,1.0,0.2126050160676903
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Minimal,,54,5,0,2,47,1.0,0.7142857142857143,0.8333333333333334,1.0,0.9629629629629629,0.8571428571428572,0.0,0.2857142857142857,0.9591836734693877,0.8277265220682958
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Problem-oriented,,54,15,1,8,30,0.9375,0.6521739130434783,0.7692307692307693,0.967741935483871,0.8333333333333334,0.8099579242636746,0.03225806451612903,0.34782608695652173,0.7894736842105263,0.6713140161686046
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Unambiguous,,47,12,0,21,14,1.0,0.36363636363636365,0.5333333333333333,1.0,0.5531914893617021,0.6818181818181819,0.0,0.6363636363636364,0.4,0.38138503569823695
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Unique,,67,2,2,0,63,0.5,1.0,0.6666666666666666,0.9692307692307692,0.9701492537313433,0.9846153846153847,0.03076923076923077,0.0,1.0,0.6961432213383857
project_criterion,DeepSeek-V4-Pro,BADCamp,4,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Atomic,,62,2,1,0,59,0.6666666666666666,1.0,0.8,0.9833333333333333,0.9838709677419355,0.9916666666666667,0.016666666666666666,0.0,1.0,0.8096638534327413
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Complete,,67,0,16,0,51,0.0,,0.0,0.7611940298507462,0.7611940298507462,,0.23880597014925373,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Conceptually sound,,64,1,2,0,61,0.3333333333333333,1.0,0.5,0.9682539682539683,0.96875,0.9841269841269842,0.031746031746031744,0.0,1.0,0.5681120688308978
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Conflict-free,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Estimatable,,44,1,1,23,19,0.5,0.041666666666666664,0.07692307692307693,0.95,0.45454545454545453,0.4958333333333333,0.05,0.9583333333333334,0.4523809523809524,-0.019920476822239894
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Full sentence,,65,6,0,1,58,1.0,0.8571428571428571,0.9230769230769231,1.0,0.9846153846153847,0.9285714285714286,0.0,0.14285714285714285,0.9830508474576272,0.9179406364828487
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Independent,,59,3,29,0,27,0.09375,1.0,0.17142857142857143,0.48214285714285715,0.5084745762711864,0.7410714285714286,0.5178571428571429,0.0,1.0,0.2126050160676903
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Minimal,,54,5,2,2,45,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9574468085106383,0.9259259259259259,0.8358662613981763,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.6717325227963525
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Problem-oriented,,54,17,1,6,30,0.9444444444444444,0.7391304347826086,0.8292682926829268,0.967741935483871,0.8703703703703703,0.8534361851332398,0.03225806451612903,0.2608695652173913,0.8333333333333334,0.7414779978653264
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Unambiguous,,47,10,0,23,14,1.0,0.30303030303030304,0.46511627906976744,1.0,0.5106382978723404,0.6515151515151515,0.0,0.696969696969697,0.3783783783783784,0.33861499473607876
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Unique,,67,2,4,0,61,0.3333333333333333,1.0,0.5,0.9384615384615385,0.9402985074626866,0.9692307692307692,0.06153846153846154,0.0,1.0,0.5593035962878415
project_criterion,DeepSeek-V4-Pro,BADCamp,5,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Atomic,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Complete,,52,0,9,0,43,0.0,,0.0,0.8269230769230769,0.8269230769230769,,0.17307692307692307,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Conceptually sound,,52,0,7,0,45,0.0,,0.0,0.8653846153846154,0.8653846153846154,,0.1346153846153846,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Conflict-free,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Estimatable,,44,4,4,1,35,0.5,0.8,0.6153846153846154,0.8974358974358975,0.8863636363636364,0.8487179487179488,0.10256410256410256,0.2,0.9722222222222222,0.573885641347411
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Independent,,44,0,28,0,16,0.0,,0.0,0.36363636363636365,0.36363636363636365,,0.6363636363636364,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Minimal,,46,0,0,8,38,,0.0,0.0,1.0,0.8260869565217391,0.5,0.0,1.0,0.8260869565217391,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Problem-oriented,,49,18,3,5,23,0.8571428571428571,0.782608695652174,0.8181818181818182,0.8846153846153846,0.8367346938775511,0.8336120401337792,0.11538461538461539,0.21739130434782608,0.8214285714285714,0.672873834626087
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Unambiguous,,46,5,4,0,37,0.5555555555555556,1.0,0.7142857142857143,0.9024390243902439,0.9130434782608695,0.9512195121951219,0.0975609756097561,0.0,1.0,0.7080642721887156
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Unique,,51,2,2,0,47,0.5,1.0,0.6666666666666666,0.9591836734693877,0.9607843137254902,0.9795918367346939,0.04081632653061224,0.0,1.0,0.6925256939166184
project_criterion,DeepSeek-V4-Pro,PlanningPoker,1,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Atomic,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Complete,,52,0,10,0,42,0.0,,0.0,0.8076923076923077,0.8076923076923077,,0.19230769230769232,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Conceptually sound,,52,0,7,0,45,0.0,,0.0,0.8653846153846154,0.8653846153846154,,0.1346153846153846,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Conflict-free,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Estimatable,,44,5,4,0,35,0.5555555555555556,1.0,0.7142857142857143,0.8974358974358975,0.9090909090909091,0.9487179487179487,0.10256410256410256,0.0,1.0,0.7060987881136028
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Independent,,44,0,29,0,15,0.0,,0.0,0.3409090909090909,0.3409090909090909,,0.6590909090909091,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Minimal,,46,0,0,8,38,,0.0,0.0,1.0,0.8260869565217391,0.5,0.0,1.0,0.8260869565217391,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Problem-oriented,,49,18,2,5,24,0.9,0.782608695652174,0.8372093023255814,0.9230769230769231,0.8571428571428571,0.8528428093645486,0.07692307692307693,0.21739130434782608,0.8275862068965517,0.7165522469384559
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Unambiguous,,46,5,7,0,34,0.4166666666666667,1.0,0.5882352941176471,0.8292682926829268,0.8478260869565217,0.9146341463414633,0.17073170731707318,0.0,1.0,0.5878166851022117
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Unique,,51,2,2,0,47,0.5,1.0,0.6666666666666666,0.9591836734693877,0.9607843137254902,0.9795918367346939,0.04081632653061224,0.0,1.0,0.6925256939166184
project_criterion,DeepSeek-V4-Pro,PlanningPoker,2,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Atomic,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Complete,,52,0,1,0,51,0.0,,0.0,0.9807692307692307,0.9807692307692307,,0.019230769230769232,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Conceptually sound,,52,0,5,0,47,0.0,,0.0,0.9038461538461539,0.9038461538461539,,0.09615384615384616,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Conflict-free,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Estimatable,,44,3,3,2,36,0.5,0.6,0.5454545454545454,0.9230769230769231,0.8863636363636364,0.7615384615384615,0.07692307692307693,0.4,0.9473684210526315,0.48374383424080136
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Independent,,44,0,29,0,15,0.0,,0.0,0.3409090909090909,0.3409090909090909,,0.6590909090909091,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Minimal,,46,0,0,8,38,,0.0,0.0,1.0,0.8260869565217391,0.5,0.0,1.0,0.8260869565217391,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Problem-oriented,,49,18,2,5,24,0.9,0.782608695652174,0.8372093023255814,0.9230769230769231,0.8571428571428571,0.8528428093645486,0.07692307692307693,0.21739130434782608,0.8275862068965517,0.7165522469384559
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Unambiguous,,46,5,3,0,38,0.625,1.0,0.7692307692307693,0.926829268292683,0.9347826086956522,0.9634146341463414,0.07317073170731707,0.0,1.0,0.7610967695917037
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Uniform,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Unique,,51,2,2,0,47,0.5,1.0,0.6666666666666666,0.9591836734693877,0.9607843137254902,0.9795918367346939,0.04081632653061224,0.0,1.0,0.6925256939166184
project_criterion,DeepSeek-V4-Pro,PlanningPoker,3,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Atomic,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Complete,,52,0,13,0,39,0.0,,0.0,0.75,0.75,,0.25,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Conceptually sound,,52,0,2,0,50,0.0,,0.0,0.9615384615384616,0.9615384615384616,,0.038461538461538464,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Conflict-free,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Estimatable,,44,5,1,0,38,0.8333333333333334,1.0,0.9090909090909091,0.9743589743589743,0.9772727272727273,0.9871794871794872,0.02564102564102564,0.0,1.0,0.9010914559387476
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Independent,,44,0,17,0,27,0.0,,0.0,0.6136363636363636,0.6136363636363636,,0.38636363636363635,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Minimal,,46,0,0,8,38,,0.0,0.0,1.0,0.8260869565217391,0.5,0.0,1.0,0.8260869565217391,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Problem-oriented,,49,16,1,7,25,0.9411764705882353,0.6956521739130435,0.8,0.9615384615384616,0.8367346938775511,0.8285953177257526,0.038461538461538464,0.30434782608695654,0.78125,0.6890369447808081
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Unambiguous,,46,5,4,0,37,0.5555555555555556,1.0,0.7142857142857143,0.9024390243902439,0.9130434782608695,0.9512195121951219,0.0975609756097561,0.0,1.0,0.7080642721887156
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Unique,,51,2,2,0,47,0.5,1.0,0.6666666666666666,0.9591836734693877,0.9607843137254902,0.9795918367346939,0.04081632653061224,0.0,1.0,0.6925256939166184
project_criterion,DeepSeek-V4-Pro,PlanningPoker,4,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Atomic,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Complete,,52,0,12,0,40,0.0,,0.0,0.7692307692307693,0.7692307692307693,,0.23076923076923078,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Conceptually sound,,52,0,4,0,48,0.0,,0.0,0.9230769230769231,0.9230769230769231,,0.07692307692307693,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Conflict-free,,51,0,0,0,51,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Estimatable,,44,5,3,0,36,0.625,1.0,0.7692307692307693,0.9230769230769231,0.9318181818181818,0.9615384615384616,0.07692307692307693,0.0,1.0,0.7595545253127499
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Independent,,44,0,28,0,16,0.0,,0.0,0.36363636363636365,0.36363636363636365,,0.6363636363636364,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Minimal,,46,0,0,8,38,,0.0,0.0,1.0,0.8260869565217391,0.5,0.0,1.0,0.8260869565217391,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Problem-oriented,,49,18,2,5,24,0.9,0.782608695652174,0.8372093023255814,0.9230769230769231,0.8571428571428571,0.8528428093645486,0.07692307692307693,0.21739130434782608,0.8275862068965517,0.7165522469384559
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Unambiguous,,46,5,3,0,38,0.625,1.0,0.7692307692307693,0.926829268292683,0.9347826086956522,0.9634146341463414,0.07317073170731707,0.0,1.0,0.7610967695917037
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Unique,,51,2,2,0,47,0.5,1.0,0.6666666666666666,0.9591836734693877,0.9607843137254902,0.9795918367346939,0.04081632653061224,0.0,1.0,0.6925256939166184
project_criterion,DeepSeek-V4-Pro,PlanningPoker,5,Well-formed,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Atomic,,49,3,0,0,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Complete,,59,0,18,0,41,0.0,,0.0,0.6949152542372882,0.6949152542372882,,0.3050847457627119,,1.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Conceptually sound,,60,0,1,0,59,0.0,,0.0,0.9833333333333333,0.9833333333333333,,0.016666666666666666,,1.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Conflict-free,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Estimatable,,41,8,12,0,21,0.4,1.0,0.5714285714285714,0.6363636363636364,0.7073170731707317,0.8181818181818181,0.36363636363636365,0.0,1.0,0.504524979109513
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Full sentence,,59,0,0,1,58,,0.0,0.0,1.0,0.9830508474576272,0.5,0.0,1.0,0.9830508474576272,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Independent,,53,0,2,0,51,0.0,,0.0,0.9622641509433962,0.9622641509433962,,0.03773584905660377,,1.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Minimal,,33,0,0,5,28,,0.0,0.0,1.0,0.8484848484848485,0.5,0.0,1.0,0.8484848484848485,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Problem-oriented,,37,22,0,15,0,1.0,0.5945945945945946,0.7457627118644068,,0.5945945945945946,,,0.40540540540540543,0.0,
project_criterion,DeepSeek-V4-Pro,Zooniverse,1,Unambiguous,,51,12,19,0,20,0.3870967741935484,1.0,0.5581395348837209,0.5128205128205128,0.6274509803921569,0.7564102564102564,0.48717948717948717,0.0,1.0,0.445545919354113
