prompt_profile,prompt_label,shots,model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,dimension,error_type
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-017,Estimatable,No Violation,have a training landing page with an intro section and a list of all training offerings,The landing page components are concrete enough to estimate.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-019,Estimatable,No Violation,find out where the coding lounge is and what time it is open,Location and hours information is a bounded display requirement.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-021,Estimatable,No Violation,find a link on the sponsorships page to become a $350 level sponsor,The link and sponsorship level are concrete.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-025,Estimatable,No Violation,view venue details,A venue detail page is bounded and specific.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-027,Estimatable,No Violation,See a payment page to pay for my individual sponsorships as the third step of the registration process,The payment page and step are concrete.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-031,Estimatable,Violation,link BADCamp attendees to my sponsorship page,The linking behavior is underspecified; it is unclear how attendees are selected or associated.,[],Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-042,Estimatable,No Violation,list basic information about my summit,Summit information display is sufficiently scoped.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-046,Estimatable,No Violation,see specific details on summits,A summit detail page is a bounded display feature that can be estimated without detailed design.,[],Moderate,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-051,Estimatable,No Violation,learn about posting jobs as a sponsor and contact the sponsorship person,The informational and contact requirements are simple and bounded.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-059,Estimatable,No Violation,receive a notification when sessions have been evaluated,The notification trigger is specific enough to estimate.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-060,Estimatable,No Violation,receive a notification when I submit a session,The submission notification is concrete.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-062,Estimatable,No Violation,register to speak at BADCamp,Speaker registration is specific and estimable.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-065,Estimatable,No Violation,see a list of all the summits that include when they are,The list plus date/time is specific and bounded.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-066,Estimatable,No Violation,Be offered several choices of idividual sponsorship on the second page of registration,The sponsorship choices on a specific registration step are concrete.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-067,Estimatable,No Violation,easily find a link in the menu that links to the registration form,A menu link to registration is simple and specific.,[],High,Violation,Pragmatic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-069,Estimatable,Violation,find session information,The requested session information and discovery behavior are too vague for a reasonable estimate.,[],High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-008,Full sentence,Violation,so that so they can be considered for a class,"The duplicated ""so that so"" makes the text grammatically malformed.",[],High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-001,Independent,Violation,view a list of sponsors,Requires sponsor records to exist; sponsor creation/payment is covered by BC-023.,"[""BC-023""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-002,Independent,Violation,view a list of user profiles,Requires user profiles/accounts to exist from registration.,"[""BC-068""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-004,Independent,Violation,map where the buildings and rooms are,Requires venue/room data to be maintained.,"[""BC-024""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-010,Independent,Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,Explicitly depends on an existing registration/cancellation workflow.,"[""BC-009""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-018,Independent,Violation,link on the home page to a list of training options,Requires the training options list to exist.,"[""BC-016""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-020,Independent,Violation,refund sponsorship money that was processed via stripe,Refunds require prior payment processing.,"[""BC-030""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-021,Independent,Violation,link ... to become a $350 level sponsor,The link needs the become-a-sponsor flow to exist.,"[""BC-023""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-022,Independent,Violation,See a list of attendees associated with this company,Requires attendee-sponsor association data.,"[""BC-031""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-025,Independent,Violation,view venue details,Depends on venues being maintained.,"[""BC-024""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-028,Independent,Violation,"assign sponsors to events, trainings and summits",Requires sponsor records to exist.,"[""BC-023""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-029,Independent,Violation,"see all events, trainings and summits that a sponsor is sponsoring",Depends on sponsor assignment data.,"[""BC-028""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-030,Independent,Violation,Enter payment information and have my card charged,Depends on the payment page/flow.,"[""BC-027""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-031,Independent,Violation,link BADCamp attendees to my sponsorship page,Depends on a sponsorship page existing.,"[""BC-023""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-032,Independent,Violation,update my user profile,Requires an existing user profile/account.,"[""BC-068""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-034,Independent,Violation,tag my blog posts,Depends on blog posts existing.,"[""BC-035""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-036,Independent,Violation,read the blog,Depends on blog posts existing.,"[""BC-035""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-037,Independent,Violation,sponsor a summit,Requires summit listings to exist.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-038,Independent,Violation,register for a summit,Requires a summit to exist.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-039,Independent,Violation,directions to the summit venue,Requires summit venue information to exist.,"[""BC-042"", ""BC-024""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-040,Independent,Violation,see what summits I'm signed up for,Depends on summit registration.,"[""BC-038""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-041,Independent,Violation,see a list of attendees signed up for my summit,Depends on summit registration.,"[""BC-038""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-043,Independent,Violation,list sponsors for my summit,Requires summit sponsorship records.,"[""BC-037""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-044,Independent,Violation,list an agenda for my summit,Depends on the summit existing.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-045,Independent,Violation,see how many seats are left for the summit,Requires registration data to compute remaining seats.,"[""BC-038""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-046,Independent,Violation,see specific details on summits,Depends on summit details existing.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-047,Independent,Violation,see a list of all the summits,Depends on summit listings existing.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-050,Independent,Violation,Link to my sponsorship profile from my job listings,Requires job listings to exist.,"[""BC-052""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-053,Independent,Violation,view the job board,Depends on job postings existing.,"[""BC-052""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-054,Independent,Violation,assign a room to a time slot and a location,Requires venues/rooms to exist.,"[""BC-024""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-055,Independent,Violation,see the schedule,Depends on schedule population.,"[""BC-054""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-056,Independent,Violation,see the final list of sessions approved,Depends on session acceptance.,"[""BC-058""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-057,Independent,Violation,bulk approve sessions as accepted,Depends on session submissions existing.,"[""BC-063""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-058,Independent,Violation,mark a session as accepted,Depends on submitted sessions existing.,"[""BC-063""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-059,Independent,Violation,receive a notification when sessions have been evaluated,Depends on evaluation/acceptance occurring.,"[""BC-058""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-060,Independent,Violation,receive a notification when I submit a session,Depends on session submission.,"[""BC-063""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-061,Independent,Violation,edit my session,Depends on an existing submitted session.,"[""BC-063""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-064,Independent,Violation,personalize my sponsorship page,Depends on a sponsorship page existing.,"[""BC-023""]",Moderate,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-065,Independent,Violation,see a list of all the summits,Depends on summit listings existing.,"[""BC-042""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-067,Independent,Violation,link in the menu that links to the registration form,Depends on the registration form existing.,"[""BC-068""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-069,Independent,Violation,find session information,Depends on sessions existing.,"[""BC-063""]",High,No Violation,Pragmatic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-004,Minimal,No Violation,"As a attendee, I want to have a very clear map where the buildings and rooms are, so that I can make it to class on time.","The story contains only role, means, and rationale.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-007,Minimal,No Violation,"so that we can see if attendend, refunded, no show",The listed statuses remain part of the rationale; no comments or implementation notes appear.,[],Moderate,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-010,Minimal,No Violation,"As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.","The story contains role, means, and rationale without implementation/testing notes.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-011,Minimal,Violation,if there is a schedule feature on the site,This conditional assumption about another feature is external to the core role-means-rationale structure.,[],Moderate,No Violation,Syntactic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-014,Minimal,No Violation,"As a trainingcoordinator, I want to have an admin view where all trainee information is shown and can be filtered to show a single training session, so that I can see WTF is happening.","The story remains within role, means, and rationale.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-017,Minimal,No Violation,"As a anonymoususer, I want to have a training landing page with an intro section and a list of all training offerings and promote call for trainings, so that I can shop for training all with one page and we can have a call for trainings for selection.",The story describes requested means and rationale without implementation notes or external annotations.,[],Moderate,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-018,Minimal,No Violation,"As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.","The story contains only role, means, and rationale.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-020,Minimal,Violation,processed via stripe,The phrase adds an implementation-specific payment processor detail external to the story sentence.,[],High,No Violation,Syntactic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-021,Minimal,No Violation,"As a authenticateduser, I want to find a link on the sponsorships page to become a $350 level sponsor, so that I can pay for and become a sponsor role.","The story contains role, means, and rationale without external implementation/testing notes.",[],Moderate,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-030,Minimal,No Violation,"As a authenticateduser, I want to Enter payment information and have my card charged for an individual sponsorship, so that I can pay for an individual sponsorship.",The story describes a user-facing means and rationale without implementation details.,[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-067,Minimal,No Violation,"As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.","The story contains role, means, and rationale without implementation/testing notes.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-068,Minimal,No Violation,"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.","The story contains only role, means, and rationale.",[],High,Violation,Syntactic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-003,Problem-oriented,No Violation,email all the trainers at once from the website,States a capability need; no concrete UI widget or technical mechanism is prescribed.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-005,Problem-oriented,Violation,training node ... links to slides,Uses a Drupal-specific implementation term and prescribes solution details.,[],High,No Violation,Semantic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-010,Problem-oriented,No Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,States a need to enforce a cancellation deadline without prescribing concrete UI or technical mechanisms.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-011,Problem-oriented,No Violation,"add to ""my schedule"" if there is a schedule feature on the site",Expresses a capability conditional on an existing feature; no concrete implementation choice is prescribed.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-039,Problem-oriented,No Violation,get detailed directions to the summit venue,States an information need without prescribing concrete UI or technical mechanisms.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-054,Problem-oriented,No Violation,assign a room to a time slot and a location,States an administrative need without prescribing concrete UI or technical mechanisms.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-057,Problem-oriented,No Violation,bulk approve sessions as accepted,States a stakeholder need without prescribing a concrete implementation.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-003,Unambiguous,No Violation,email all the trainers at once from the website,The target recipients and action are clear; rationale wording is not material.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-006,Unambiguous,No Violation,one registration per day per authenticated user,The restriction is explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-007,Unambiguous,No Violation,"registration status for each attendee... attendend, refunded, no show",Status categories are identifiable; the typo does not create material ambiguity.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-008,Unambiguous,No Violation,added to a training waitlist,The requested action is concrete.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-009,Unambiguous,No Violation,accept the cancellation terms with a checkbox,The acceptance mechanism is explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-012,Unambiguous,No Violation,see which trainings I have signed up for,The requested list is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-015,Unambiguous,No Violation,"Logo, title, trainers, location... link to register for class",Required page contents are explicitly enumerated; the optional map does not create material ambiguity.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-016,Unambiguous,No Violation,"day and time of training, title, short summary, trainers, level...",The training option fields are explicitly listed.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-019,Unambiguous,No Violation,find out where the coding lounge is and what time it is open,The information sought is explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-021,Unambiguous,No Violation,link on the sponsorships page to become a $350 level sponsor,The link and sponsorship level are specific.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-022,Unambiguous,No Violation,list of attendees associated with this company,The list scope is understandable in the sponsor-page context.,[],Moderate,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-025,Unambiguous,No Violation,view venue details,The entity and purpose are sufficiently clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-027,Unambiguous,No Violation,payment page to pay for my individual sponsorships as the third step,The page and process step are explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-029,Unambiguous,No Violation,"see all events, trainings and summits that a sponsor is sponsoring",The list criterion is explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-033,Unambiguous,No Violation,sign up for the BADCamp newsletter,The action is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-048,Unambiguous,No Violation,learn about sponsorship levels,The information topic is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-049,Unambiguous,Violation,all long-form content,"'Long-form content' is an undefined category, leaving the scope unclear.",[],Moderate,No Violation,Semantic,FP
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-051,Unambiguous,No Violation,learn about posting jobs as a sponsor and contact the sponsorship person,The actions are clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-053,Unambiguous,No Violation,view the job board,The action is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-055,Unambiguous,No Violation,see the schedule,The action is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-056,Unambiguous,No Violation,see the final list of sessions approved,The list is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-059,Unambiguous,No Violation,receive a notification when sessions have been evaluated,The trigger and purpose are clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-060,Unambiguous,No Violation,receive a notification when I submit a session,The trigger is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-062,Unambiguous,No Violation,register to speak at BADCamp,The action is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-065,Unambiguous,No Violation,see a list of all the summits that include when they are,The list and date/time information are clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-066,Unambiguous,No Violation,offered several choices of idividual sponsorship on the second page,The offering and page are explicit.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-067,Unambiguous,No Violation,link in the menu that links to the registration form,The navigation requirement is clear.,[],High,Violation,Semantic,FN
few_shot,Few-shot,4,DeepSeek-V4-Pro,deepseek,BADCamp,1,BC-016,Unique,Violation,shop for training all with one page,Duplicates BC-017's one-page training offerings listing requirement.,"[""BC-017""]",High,No Violation,Pragmatic,FP
