prompt_profile,model,criterion,runs,TP_mean,TP_sd,FP_mean,FP_sd,FN_mean,FN_sd,TN_mean,TN_sd,precision_mean,precision_sd,recall_mean,recall_sd,F1_mean,F1_sd,specificity_mean,specificity_sd,accuracy_mean,accuracy_sd,balanced_accuracy_mean,balanced_accuracy_sd,FPR_mean,FPR_sd,FNR_mean,FNR_sd,NPV_mean,NPV_sd,MCC_mean,MCC_sd
few_shot,DeepSeek-V4-Pro,Uniform,5,0.0,0.0,0.0,0.0,3.0,0.0,179.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,,
few_shot,DeepSeek-V4-Pro,Unique,5,4.0,0.0,5.0,3.3166247903554,0.0,0.0,173.0,3.3166247903554,0.49714285714285716,0.1909695990337259,1.0,0.0,0.6476190476190476,0.16280484323756297,0.9719101123595506,0.018632723541322466,0.9725274725274724,0.01822321313382089,0.9859550561797754,0.009316361770661192,0.02808988764044944,0.01863272354132247,0.0,0.0,1.0,0.0,0.686228006975331,0.1366282322210466
few_shot,DeepSeek-V4-Pro,Well-formed,5,0.0,0.0,1.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,,,0.0,0.0,0.9945054945054945,0.0,0.9945054945054945,0.0,,,0.005494505494505495,0.0,,,1.0,0.0,,
few_shot,GPT-5-Mini,Atomic,5,5.2,2.04939015319192,0.4,0.5477225575051661,8.8,2.04939015319192,167.6,0.5477225575051661,0.95,0.06846531968814576,0.37142857142857144,0.14638501094227999,0.5157219251336899,0.14933752303991676,0.9976190476190476,0.00326025331848312,0.9494505494505494,0.00902839380503024,0.6845238095238095,0.07189209719750696,0.0023809523809523807,0.0032602533184831316,0.6285714285714286,0.14638501094227996,0.9502361312995102,0.010881323579384278,0.5641834032187527,0.10564487576768303
few_shot,GPT-5-Mini,Complete,5,0.0,0.0,29.6,5.549774770204643,1.0,0.0,151.4,5.549774770204643,0.0,0.0,0.0,0.0,0.0,0.0,0.8364640883977901,0.030661739061904114,0.8318681318681319,0.030493267968157396,0.41823204419889504,0.015330869530952057,0.16353591160220993,0.030661739061904104,1.0,0.0,0.9934312024122149,0.00024440807578218033,-0.03270454086155855,0.003646987754737666
few_shot,GPT-5-Mini,Conceptually sound,5,1.0,0.0,0.8,0.8366600265340756,3.0,0.0,177.2,0.8366600265340756,0.6666666666666667,0.3118047822311618,0.25,0.0,0.3504761904761905,0.04921146926767169,0.995505617977528,0.004700337227719537,0.979120879120879,0.004597033112824575,0.622752808988764,0.002350168613859775,0.00449438202247191,0.004700337227719525,0.75,0.0,0.9833515437719271,7.740991556316962e-05,0.39079475595254926,0.09991538768071
few_shot,GPT-5-Mini,Conflict-free,5,0.0,0.0,3.2,1.3038404810405297,0.0,0.0,178.8,1.3038404810405297,0.0,0.0,,,0.0,0.0,0.9824175824175825,0.007163958687035899,0.9824175824175825,0.007163958687035899,,,0.017582417582417582,0.0071639586870358785,,,1.0,0.0,,
few_shot,GPT-5-Mini,Estimatable,5,12.8,5.630275304103699,6.8,1.9235384061671346,46.2,5.630275304103699,116.2,1.9235384061671346,0.6293546910755149,0.09995951193512266,0.21694915254237288,0.09542839498480847,0.31722465133458944,0.12534433544582735,0.9447154471544715,0.015638523627375077,0.7087912087912088,0.026917469700914055,0.5808322998484222,0.04410284833692075,0.055284552845528454,0.015638523627375077,0.7830508474576272,0.09542839498480844,0.7162226420467216,0.02267529207336721,0.2344406759347899,0.10865490096543765
few_shot,GPT-5-Mini,Full sentence,5,5.8,0.8366600265340756,1.4,1.140175425099138,3.2,0.8366600265340756,171.6,1.140175425099138,0.8209523809523809,0.12199215617325752,0.6444444444444445,0.09296222517045283,0.7157017543859648,0.06957141362899508,0.9919075144508671,0.006590609393636642,0.9747252747252746,0.0062647001379073294,0.8181759794476557,0.045375733906775746,0.008092485549132947,0.006590609393636635,0.3555555555555555,0.09296222517045283,0.9817198731501057,0.004684976235583316,0.7117928377672323,0.07491737845191447
few_shot,GPT-5-Mini,Independent,5,2.4,0.8944271909999159,74.4,13.069047402163633,0.6,0.8944271909999159,104.6,13.069047402163633,0.0327869883131118,0.013872547973575249,0.8,0.29814239699997197,0.0629729156014193,0.026537887380922977,0.5843575418994413,0.07301143800091414,0.5879120879120879,0.07583611946067177,0.6921787709497207,0.17987154422956067,0.4156424581005586,0.07301143800091417,0.2,0.29814239699997197,0.9934681837336704,0.010390921201801911,0.10045450781839796,0.09330845015802892
few_shot,GPT-5-Mini,Minimal,5,10.2,2.16794833886788,2.4,1.3416407864998738,33.8,2.16794833886788,135.6,1.3416407864998738,0.8130111065405183,0.09129131320376381,0.23181818181818184,0.04927155315608818,0.35859062708933287,0.06139271099008382,0.9826086956521738,0.00972203468478168,0.8010989010989011,0.013117952072871789,0.6072134387351779,0.02444612240806287,0.017391304347826087,0.009722034684781694,0.7681818181818182,0.049271553156088166,0.8005750117743006,0.010201545676776197,0.36142117144708186,0.061197397557871756
few_shot,GPT-5-Mini,Problem-oriented,5,28.4,3.507135583350036,1.6,0.5477225575051661,63.6,3.507135583350036,88.4,0.5477225575051661,0.9457828193312064,0.02084878378445584,0.30869565217391304,0.03812103894945692,0.4646025495669431,0.04475063266447851,0.9822222222222223,0.006085806194501885,0.6417582417582418,0.020337093981672234,0.6454589371980676,0.020143863142213714,0.017777777777777778,0.006085806194501846,0.691304347826087,0.038121038949456905,0.5818201761225712,0.013928718947947226,0.39146909098902655,0.038174455760921024
few_shot,GPT-5-Mini,Unambiguous,5,36.6,2.073644135332772,14.6,2.3021728866442674,33.4,2.073644135332772,97.4,2.3021728866442674,0.7160253348821606,0.02954525184330124,0.5228571428571429,0.02962348764761103,0.6037040926065794,0.020866850394028774,0.8696428571428572,0.020555115059323833,0.7362637362637363,0.012286087788460388,0.69625,0.01335411061838875,0.13035714285714287,0.020555115059323815,0.47714285714285715,0.02962348764761102,0.7447851939101275,0.010425446911194592,0.4251872215826202,0.028000168810068067
few_shot,GPT-5-Mini,Uniform,5,0.0,0.0,0.0,0.0,3.0,0.0,179.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,,
few_shot,GPT-5-Mini,Unique,5,2.2,0.4472135954999579,4.6,2.701851217221259,1.8,0.4472135954999579,173.4,2.701851217221259,0.4087301587301587,0.33160454946137574,0.55,0.11180339887498948,0.44508824508824507,0.23153003326449678,0.9741573033707865,0.015178939422591334,0.9648351648351647,0.017200522903844547,0.7620786516853932,0.0631679057762848,0.02584269662921348,0.015178939422591343,0.45,0.11180339887498948,0.9897002636897809,0.0026352963905587595,0.4456325242202196,0.23452313494522734
few_shot,GPT-5-Mini,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,,,,,,,1.0,0.0,1.0,0.0,,,0.0,0.0,,,1.0,0.0,,
few_shot,Gemini-3.1-Pro-Preview,Atomic,5,9.0,0.0,2.6,1.3416407864998738,5.0,0.0,165.4,1.3416407864998738,0.7841958041958043,0.09028781793782585,0.6428571428571429,0.0,0.7046666666666667,0.03678767909685707,0.9845238095238095,0.007985957062499278,0.9582417582417582,0.007371652673076262,0.8136904761904763,0.003992978531249611,0.015476190476190477,0.007985957062499249,0.35714285714285715,0.0,0.9706558205522521,0.0002312282907110357,0.68737684605096,0.045682389640135886
few_shot,Gemini-3.1-Pro-Preview,Complete,5,0.0,0.0,40.0,0.7071067811865476,1.0,0.0,141.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.7790055248618785,0.003906667299373181,0.7747252747252747,0.003885202094431566,0.38950276243093923,0.0019533336496865904,0.22099447513812157,0.00390666729937319,1.0,0.0,0.9929576067724104,3.5070044211845334e-05,-0.03944971219089911,0.00044694388334081
few_shot,Gemini-3.1-Pro-Preview,Conceptually sound,5,1.0,0.0,9.2,1.6431676725154984,3.0,0.0,168.8,1.6431676725154984,0.1,0.015214515486254613,0.25,0.0,0.1423076923076923,0.015799689158802872,0.948314606741573,0.009231279059075856,0.932967032967033,0.009028393805030179,0.5991573033707864,0.004615639529537897,0.05168539325842696,0.009231279059075833,0.75,0.0,0.9825365521931315,0.00016761315938614482,0.12767368524483816,0.0150512193703954
few_shot,Gemini-3.1-Pro-Preview,Conflict-free,5,0.0,0.0,3.6,0.8944271909999159,0.0,0.0,178.4,0.8944271909999159,0.0,0.0,,,0.0,0.0,0.9802197802197803,0.004914435115384186,0.9802197802197803,0.004914435115384186,,,0.019780219780219783,0.004914435115384154,,,1.0,0.0,,
few_shot,Gemini-3.1-Pro-Preview,Estimatable,5,20.4,7.893034904268446,13.4,2.8809720581775866,38.6,7.893034904268446,109.6,2.8809720581775866,0.593565439502471,0.05654424039992336,0.34576271186440677,0.13378025261471943,0.42921315780079256,0.11806106413768214,0.8910569105691056,0.023422537058354398,0.7142857142857143,0.031081616755452637,0.6184098112167562,0.05728605608990361,0.10894308943089433,0.02342253705835437,0.6542372881355931,0.13378025261471943,0.7415313190833522,0.036215046419194194,0.28008695602944794,0.10439860352241984
few_shot,Gemini-3.1-Pro-Preview,Full sentence,5,4.0,2.23606797749979,0.0,0.0,5.0,2.23606797749979,173.0,0.0,1.0,0.0,0.4444444444444445,0.24845199749997665,0.5714285714285714,0.31943828249996997,1.0,0.0,0.9725274725274724,0.012286087788460388,0.7222222222222222,0.12422599874998833,0.0,0.0,0.5555555555555556,0.24845199749997665,0.9720307940646924,0.012008436087026264,0.7368857630232725,0.0
few_shot,Gemini-3.1-Pro-Preview,Independent,5,3.0,0.0,99.6,1.816590212458495,0.0,0.0,79.4,1.816590212458495,0.029247057543504835,0.0005147911249842569,1.0,0.0,0.05683155888763365,0.0009720600616619665,0.44357541899441344,0.0101485486729525,0.45274725274725275,0.009981264903618123,0.7217877094972067,0.0050742743364762515,0.5564245810055866,0.010148548672952482,0.0,0.0,1.0,0.0,0.11389996878414624,0.0023055007417921002
few_shot,Gemini-3.1-Pro-Preview,Minimal,5,14.2,0.4472135954999579,2.0,0.0,29.8,0.4472135954999579,136.0,0.0,0.8764705882352942,0.003288335261029091,0.3227272727272727,0.010163945352271763,0.47169398907103827,0.011241434640982541,0.9855072463768118,0.0,0.8252747252747252,0.0024572175576921176,0.6541172595520421,0.005081972676135881,0.014492753623188406,0.0,0.6772727272727272,0.010163945352271763,0.8202701715954728,0.0022205567355967266,0.4633932152884749,0.009425678558073419
few_shot,Gemini-3.1-Pro-Preview,Problem-oriented,5,38.8,0.8366600265340756,2.8,0.4472135954999579,53.2,0.8366600265340756,87.2,0.4472135954999579,0.9328409367150151,0.009667402034770092,0.4217391304347826,0.009094130723196467,0.5807915688512704,0.007994380687344064,0.9688888888888888,0.004969039949999515,0.6923076923076923,0.003885202094431566,0.6953140096618358,0.0038433511708961922,0.03111111111111111,0.004969039949999532,0.5782608695652174,0.009094130723196514,0.6210992019775163,0.003232416336103209,0.4651538116690544,0.007410413823205673
few_shot,Gemini-3.1-Pro-Preview,Unambiguous,5,38.8,2.4899799195977463,22.0,0.7071067811865476,31.2,2.4899799195977463,90.0,0.7071067811865476,0.637688855476581,0.019792274353241632,0.5542857142857143,0.03557114170853923,0.5929190767580216,0.028535531247798073,0.8035714285714286,0.006313453403451334,0.7076923076923076,0.016206462861266625,0.6789285714285714,0.019750113019568107,0.19642857142857142,0.006313453403451314,0.44571428571428573,0.035571141708539214,0.7427936057215532,0.01628291932973116,0.3689849043661343,0.03769448035435763
few_shot,Gemini-3.1-Pro-Preview,Uniform,5,0.0,0.0,0.0,0.0,3.0,0.0,179.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.9835164835164834,0.0,,
few_shot,Gemini-3.1-Pro-Preview,Unique,5,4.0,0.0,1.0,1.4142135623730951,0.0,0.0,177.0,1.4142135623730951,0.8476190476190476,0.21135562877306807,1.0,0.0,0.9054545454545455,0.1319904830027748,0.9943820224719101,0.007945020013332015,0.9945054945054945,0.0077704041888631715,0.997191011235955,0.0039725100066659875,0.0056179775280898875,0.007945020013331994,0.0,0.0,1.0,0.0,0.9122856505163466,0.12211494798075251
few_shot,Gemini-3.1-Pro-Preview,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,,,,,,,1.0,0.0,1.0,0.0,,,0.0,0.0,,,1.0,0.0,,
one_shot,DeepSeek-V4-Pro,Atomic,5,10.4,1.140175425099138,1.6,0.5477225575051661,3.6,1.140175425099138,166.4,0.5477225575051661,0.8659673659673659,0.04706951166971717,0.7428571428571429,0.08144110179279554,0.7985868945868946,0.062164046147041296,0.9904761904761905,0.00326025331848312,0.9714285714285713,0.008149668667138062,0.8666666666666668,0.041528256506087206,0.009523809523809523,0.0032602533184831316,0.2571428571428571,0.08144110179279557,0.9788506420942715,0.006604231298315154,0.7866267197339094,0.06462312803633606
one_shot,DeepSeek-V4-Pro,Complete,5,0.0,0.0,24.0,8.336666000266533,1.0,0.0,157.0,8.336666000266533,0.0,0.0,0.0,0.0,0.0,0.0,0.8674033149171271,0.04605892817826814,0.8626373626373626,0.045805857144321595,0.43370165745856354,0.02302946408913407,0.13259668508287292,0.046058928178268135,1.0,0.0,0.9936565083081454,0.00034066354175977344,-0.028757639454305255,0.00577439410698488
one_shot,DeepSeek-V4-Pro,Conceptually sound,5,1.6,0.8944271909999159,51.4,22.65612499965517,2.4,0.8944271909999159,126.6,22.65612499965517,0.04963606286186932,0.059696592733174764,0.4,0.22360679774997896,0.08255783538711928,0.0888549004404351,0.7112359550561798,0.12728160112165823,0.7043956043956043,0.12573897014245988,0.55561797752809,0.14114155310494908,0.28876404494382024,0.12728160112165826,0.6,0.22360679774997896,0.9808774964701825,0.008244545557021647,0.05695287838135323,0.12620343521722044
one_shot,DeepSeek-V4-Pro,Conflict-free,5,0.0,0.0,3.4,1.949358868961793,0.0,0.0,178.6,1.949358868961793,0.0,0.0,,,0.0,0.0,0.9813186813186814,0.010710763016273609,0.9813186813186814,0.010710763016273609,,,0.01868131868131868,0.010710763016273587,,,1.0,0.0,,
one_shot,DeepSeek-V4-Pro,Estimatable,5,22.8,6.496152707564686,14.4,3.2093613071762426,36.2,6.496152707564686,108.6,3.2093613071762426,0.6102207977207977,0.035074731906157355,0.3864406779661017,0.11010428317906244,0.467571434439768,0.08514151445034837,0.8829268292682928,0.026092368351026348,0.721978021978022,0.02218310905295204,0.6346837536171972,0.044202595199641606,0.11707317073170731,0.026092368351026365,0.6135593220338983,0.11010428317906247,0.751532542873241,0.03052730149249903,0.3110927202713666,0.07435696257513315
one_shot,DeepSeek-V4-Pro,Full sentence,5,7.6,0.5477225575051661,1.0,1.0,1.4,0.5477225575051661,172.0,1.0,0.8977777777777778,0.10012338067616718,0.8444444444444444,0.06085806194501842,0.8646198830409357,0.02132073238640821,0.9942196531791907,0.005780346820809246,0.9868131868131869,0.003009464601676787,0.9193320488118175,0.027815712085100603,0.005780346820809248,0.005780346820809248,0.15555555555555553,0.06085806194501845,0.9919469206690608,0.0030814191512459226,0.8612559848248029,0.024355387606770806
one_shot,DeepSeek-V4-Pro,Independent,5,3.0,0.0,73.2,6.833739825307955,0.0,0.0,105.8,6.833739825307955,0.03960885932501747,0.0033320720681533486,1.0,0.0,0.07618369589101297,0.006179897536240732,0.5910614525139665,0.038177317459820954,0.5978021978021978,0.03754802101817559,0.7955307262569833,0.019088658729910495,0.40893854748603353,0.03817731745982099,0.0,0.0,1.0,0.0,0.15300109678125756,0.011378862178532028
one_shot,DeepSeek-V4-Pro,Minimal,5,8.4,1.51657508881031,1.8,0.4472135954999579,35.6,1.51657508881031,136.2,0.4472135954999579,0.8242307692307692,0.034711405284210725,0.19090909090909092,0.03446761565477977,0.30881691408007195,0.04469108999413796,0.9869565217391305,0.0032406782282605297,0.7945054945054946,0.007371652673076253,0.5889328063241106,0.0164562697538625,0.013043478260869565,0.003240678228260565,0.8090909090909092,0.03446761565477979,0.792836614581109,0.006806249091665585,0.3303631699818978,0.03420902531629099
one_shot,DeepSeek-V4-Pro,Problem-oriented,5,59.4,6.107372593840988,7.0,3.5355339059327378,32.6,6.107372593840988,83.0,3.5355339059327378,0.896778662198017,0.042592827283403904,0.6456521739130434,0.06638448471566291,0.748654165591719,0.04699763505254093,0.9222222222222222,0.03928371006591933,0.7824175824175824,0.03355699227385158,0.7839371980676328,0.03331834273999269,0.07777777777777778,0.039283710065919304,0.35434782608695653,0.0663844847156629,0.7194773521300492,0.03553798062312209,0.5913952942946629,0.06135601067491212
one_shot,DeepSeek-V4-Pro,Unambiguous,5,39.6,1.6733200530681511,25.2,4.764451699828638,30.4,1.6733200530681511,86.8,4.764451699828638,0.6131750686589397,0.053426929246687856,0.5657142857142856,0.02390457218668788,0.5882103654859072,0.03739206826626893,0.775,0.04253974731989853,0.6945054945054945,0.034880374171656896,0.6703571428571428,0.03266807989272631,0.225,0.04253974731989855,0.4342857142857143,0.023904572186687862,0.740177726262919,0.02090799097499376,0.3469622389577237,0.06975731100388816
one_shot,DeepSeek-V4-Pro,Uniform,5,0.0,0.0,0.2,0.4472135954999579,3.0,0.0,178.8,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.9988826815642458,0.0024983999748601224,0.9824175824175823,0.0024572175576920677,0.4994413407821229,0.0012491999874300612,0.00111731843575419,0.0024983999748601003,1.0,0.0,0.983498269686115,4.0727362834632915e-05,-0.009622652985370852,0.0
one_shot,DeepSeek-V4-Pro,Unique,5,4.0,0.0,2.8,1.3038404810405297,0.0,0.0,175.2,1.3038404810405297,0.6076190476190476,0.1274465785554384,1.0,0.0,0.74989898989899,0.09512556209570633,0.9842696629213483,0.007324946522699623,0.9846153846153847,0.007163958687035908,0.992134831460674,0.00366247326134979,0.015730337078651686,0.007324946522699605,0.0,0.0,1.0,0.0,0.770314540823191,0.08228765341545213
one_shot,DeepSeek-V4-Pro,Well-formed,5,0.0,0.0,1.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,,,0.0,0.0,0.9945054945054945,0.0,0.9945054945054945,0.0,,,0.005494505494505495,0.0,,,1.0,0.0,,
one_shot,GPT-5-Mini,Atomic,5,6.0,2.345207879911715,0.2,0.4472135954999579,8.0,2.345207879911715,167.8,0.4472135954999579,0.975,0.05590169943749474,0.42857142857142855,0.16751484856512247,0.576060606060606,0.18814863319364147,0.9988095238095237,0.0026619856874997403,0.9549450549450549,0.012529400275814704,0.7136904761904762,0.08345017319272437,0.0011904761904761904,0.0026619856874997494,0.5714285714285714,0.16751484856512247,0.9546332288401255,0.012523426182476254,0.616509714867001,0.14675100124682833
one_shot,GPT-5-Mini,Complete,5,0.0,0.0,33.8,10.825894882179487,1.0,0.0,147.2,10.825894882179487,0.0,0.0,0.0,0.0,0.0,0.0,0.8132596685082873,0.05981157393469329,0.8087912087912088,0.059482938913074074,0.4066298342541437,0.029905786967346644,0.1867403314917127,0.059811573934693295,1.0,0.0,0.9932216980860252,0.0005253864804666636,-0.03538497205071519,0.006963563234521677
one_shot,GPT-5-Mini,Conceptually sound,5,1.0,0.0,1.2,0.4472135954999579,3.0,0.0,176.8,0.4472135954999579,0.4666666666666667,0.07453559924999299,0.25,0.0,0.3238095238095238,0.021295885499997995,0.9932584269662922,0.0025124359297750507,0.9769230769230768,0.0024572175576920677,0.621629213483146,0.0012562179648875006,0.006741573033707865,0.0025124359297750446,0.75,0.0,0.9833147113594041,4.163999958099542e-05,0.32993232426191704,0.030747357980461385
one_shot,GPT-5-Mini,Conflict-free,5,0.0,0.0,3.6,0.8944271909999159,0.0,0.0,178.4,0.8944271909999159,0.0,0.0,,,0.0,0.0,0.9802197802197803,0.004914435115384186,0.9802197802197803,0.004914435115384186,,,0.019780219780219783,0.004914435115384154,,,1.0,0.0,,
one_shot,GPT-5-Mini,Estimatable,5,12.0,4.06201920231798,7.6,1.140175425099138,47.0,4.06201920231798,115.4,1.140175425099138,0.6026568092471983,0.0579842413718258,0.20338983050847456,0.06884778309013527,0.30130071358191873,0.08296607647650721,0.9382113821138212,0.009269718903245001,0.7,0.018874246194854564,0.5708006063111479,0.03161944416049738,0.061788617886178863,0.009269718903245024,0.7966101694915254,0.06884778309013526,0.7109783344971841,0.016792430605144234,0.20972848644354455,0.07119580434439875
one_shot,GPT-5-Mini,Full sentence,5,5.4,0.8944271909999159,2.0,0.7071067811865476,3.6,0.8944271909999159,171.0,0.7071067811865476,0.7329365079365079,0.07816050150791486,0.6,0.09938079899999065,0.6565359477124183,0.07323971617544878,0.9884393063583815,0.004087322434604319,0.9692307692307691,0.0062647001379073294,0.7942196531791907,0.04973240747882854,0.011560693641618497,0.00408732243460432,0.4,0.09938079899999065,0.9794018484339393,0.005052936746895138,0.6459205374144741,0.07574882484158223
one_shot,GPT-5-Mini,Independent,5,3.0,0.0,78.8,7.395944834840238,0.0,0.0,100.2,7.395944834840238,0.036944430327014374,0.003731959135542604,1.0,0.0,0.07123643531021237,0.00691186948688116,0.5597765363128492,0.04131812756893985,0.567032967032967,0.040637059532089195,0.7798882681564245,0.020659063784469908,0.4402234636871508,0.041318127568939884,0.0,0.0,1.0,0.0,0.14379773613909627,0.012552154621543455
one_shot,GPT-5-Mini,Minimal,5,9.6,1.51657508881031,5.0,6.745368781616021,34.4,1.51657508881031,133.0,6.745368781616021,0.7305128205128206,0.22393806671752084,0.21818181818181817,0.034467615654779765,0.33061264271790586,0.06233580843351263,0.9637681159420289,0.048879483924753775,0.7835164835164835,0.040301364441521416,0.5909749670619235,0.033783734141469624,0.036231884057971016,0.048879483924753775,0.7818181818181819,0.03446761565477977,0.7942214469384836,0.012854746184361764,0.30755278678682807,0.12730233970408175
one_shot,GPT-5-Mini,Problem-oriented,5,43.2,5.540758070878027,1.6,0.5477225575051661,48.8,5.540758070878027,88.4,0.5477225575051661,0.9643749565700785,0.011534269639194988,0.4695652173913043,0.06022563120519593,0.6298041193986552,0.05318617352060671,0.9822222222222223,0.006085806194501885,0.7230769230769231,0.02948661069230495,0.7258937198067633,0.029148169788211047,0.017777777777777778,0.006085806194501846,0.5304347826086957,0.060225631205195966,0.6451923800949271,0.026375488345371418,0.5244150012930986,0.04570281005985807
